x bayesfilter_mean bayesfilter_std bayesfilter_se gnassarJN_mean gnassarJN_std gnassarJN_se gnassarNatN_mean gnassarNatN_std gnassarNatN_se gsor1_mean gsor1_std gsor1_se gsor10_mean gsor10_std gsor10_se gsor20_mean gsor20_std gsor20_se gsorOriginal1_mean gsorOriginal1_std gsorOriginal1_se gsorOriginal10_mean gsorOriginal10_std gsorOriginal10_se gsorOriginal20_mean gsorOriginal20_std gsorOriginal20_se leaky_mean leaky_std leaky_se pf1_mean pf1_std pf1_se pf10_mean pf10_std pf10_se pf20_mean pf20_std pf20_se smileOriginal_mean smileOriginal_std smileOriginal_se smileextended_mean smileextended_std smileextended_se
1 0.01316674665884488 0.019585885007256134 9956579439556813e-20 0.012798141690759837 0.018933652352763702 9625013812825061e-20 0.013428187012594952 0.02006649184459091 0.00010200898251463706 0.01463172227271775 0.024054838882634526 0.00012228393771941367 0.013168180034239365 0.01959011289018022 9958728704304319e-20 0.013166126713619187 0.019584986228864842 9956122541211492e-20 0.014856116577653027 0.025080191274218178 0.0001274963662293125 0.11551178762575633 0.8114378277647158 0.004124983471212901 0.16146422781075162 0.9976456477175166 0.00507157993644278 0.016018543946976972 0.022909003614499657 0.00011645902867516876 0.014800849063403941 0.025201811528999276 0.00012811462868093953 0.013427701757331233 0.02038152125967812 0.00010361044979372651 0.013306527674585641 0.019986833684462614 0.00010160403640215225 0.014970403955970202 0.02022861104707668 0.00010283312332707886 0.013050580275026926 0.0195232901920197 9924759062271077e-20
2 0.006152454180694349 0.00919670015166062 4675187034329537e-20 0.00666561914369319 0.010221049660517676 5195920065031381e-20 0.0062707033897165905 0.009316936171253332 4736309596834496e-20 0.00799020690489741 0.014048809929043114 7141780523980947e-20 0.006154061844545989 0.009202440187346464 4678105009252336e-20 0.00615219808585497 0.009196598797004069 4675135510199321e-20 0.007984547950117566 0.013978445992764774 7106010676410839e-20 0.14465068100781206 0.7125583574216113 0.0036223248979354175 0.20412538655274562 0.9498070676088147 0.004828390199062298 0.008928158314963616 0.012677415357142258 644462545577498e-19 0.007961652313012506 0.01404319376585111 7138925520239936e-20 0.006449213976057388 0.010014234112493789 5090784380201595e-20 0.006314765181746773 0.009589737740664829 48749895950104814e-21 0.0068864104047254345 0.009593747152565026 4877027798955589e-20 0.006699230863474299 0.010237069584669474 52040638710107356e-21
3 0.003996084738851605 0.006061267399568117 30812746192392004e-21 0.004458495050105686 0.0070527715436480235 35853105497842853e-21 0.004019322621811539 0.006045915474046358 30734703935965536e-21 0.005531397027052087 0.010383746915961415 5278628002294533e-20 0.003998052169306279 0.006068030045792467 3084712443178706e-20 0.003995971879593442 0.00606142650206034 3081355499761182e-20 0.0056304961067367605 0.010502291948405079 53388909432978575e-21 0.07663851704841346 0.3592733567847183 0.001826383498125327 0.1341048912172507 0.605120341205666 0.003076158542477828 0.008849982267117747 0.012472855069037102 6340636243240388e-20 0.005579405293855312 0.01043001559977531 5302148911652783e-20 0.004257944082280479 0.006782892539068464 34481162515858935e-21 0.0041436273438526915 0.006429042901140057 3268235075504886e-20 0.0044618154256035525 0.006384434794189793 3245558328432492e-20 0.004421295078866436 0.006970602832074885 3543539687557692e-20
4 0.0030338258200856517 0.005083428541836804 25841855031497118e-21 0.0034247745903813066 0.006002032991193237 30511625210459786e-21 0.0030153699144252503 0.004947849632259692 25152633082612557e-21 0.004299055178966297 0.008861651480046069 45048634204712726e-21 0.0030353232818526536 0.005086959499074696 25859804823515057e-21 0.0030336337370891844 0.005083209686619759 2584074247040863e-20 0.004547873170333968 0.00941336000571463 4785327119776396e-20 0.05117978278290977 0.2377198662855916 0.0012084604459570967 0.10576470704932404 0.4821559684476672 0.002451063202059607 0.008881525756728693 0.012659967828035534 6435755919907148e-20 0.004463587118359956 0.009194328444679494 46739813656065674e-21 0.0032657899797548895 0.005745906492170444 29209593756098014e-21 0.003148574947238893 0.005375486786761467 27326547255255525e-21 0.003564560824221868 0.0054134065508996 27519314211576722e-21 0.0033557039385714374 0.005836720426535543 29671250786857577e-21
5 0.002489223477393424 0.004692047609328703 23852251118168185e-21 0.0028270633597234215 0.005504101096140483 2798036432194487e-20 0.0024588288469195186 0.004485198595770594 2280072414620737e-20 0.003549306196163531 0.007988751850719563 4061120669049563e-20 0.0024909800595340524 0.004696303252290485 23873884885138467e-21 0.00248908244708813 0.0046921127940927915 23852582488071386e-21 0.003803952229409928 0.008492680961061474 4317295471319953e-20 0.026084043565518456 0.11316209429290683 0.0005752649834084727 0.06784235608308181 0.3179580919942511 0.001616355349895001 0.008884408512984152 0.012647904638583153 6429623539162925e-20 0.003788593411285402 0.008456585314257073 42989460745632034e-21 0.002683267297822397 0.005204322425408893 26456424939926632e-21 0.002586938439139245 0.004938317958776584 25104178359126065e-21 0.003208105978305552 0.005132350584026169 2609055260080446e-20 0.002736845505562097 0.0052304848220626815 2658942274958197e-20
6 0.0020851530040631454 0.004079591975963396 2073880326296705e-20 0.002408830847472469 0.0049744323967739245 2528776785263236e-20 0.0020741683050943503 0.003879421330419948 19721226098043262e-21 0.0030006705157952164 0.007218075999868574 36693438701812395e-21 0.0020876102046119217 0.004084997057522868 20766280256681778e-21 0.0020851301689942966 0.004079811521598385 2073991933382858e-20 0.0033039315730606575 0.00777422407633314 39520644366210354e-21 0.01520542266356712 0.06379432280482993 0.0003243015276377363 0.04245083989899453 0.23162041001763925 0.0011774535648039236 0.008931829010597386 0.01253860111717182 6374058565022005e-20 0.0032644845840445066 0.007755877700906432 39427379678760044e-21 0.0022671135360079345 0.004758033338933914 24187692768340233e-21 0.0021684127067552617 0.004359144238869711 2215992072184288e-20 0.003015494634532727 0.004938061142032585 25102872818777958e-21 0.002293692674666191 0.004567648055367862 23219859964642227e-21
7 0.0018281948052905495 0.00395609418219213 2011099625101019e-20 0.002125975550607065 0.004724118698100288 24015286050186352e-21 0.001830102797295768 0.003708137339424457 18850495639634502e-21 0.0026131448715507656 0.006835644153899044 3474932790304006e-20 0.0018311022453896826 0.003964729111918771 2015489233420809e-20 0.0018282376499590164 0.003956504459942873 2011308191781363e-20 0.0030054666115357617 0.007787594191492247 3958861199373821e-20 0.007725074422937031 0.027079046757418502 0.00013765764482321038 0.035203487635132036 0.17413692999304287 0.000885233511885696 0.008879777967730467 0.012521176940032052 6365200900239599e-20 0.0029185422002754656 0.007524022989315468 38248735030567875e-21 0.0019699365302859985 0.004390940157886421 22321556815093862e-21 0.0018969257221695816 0.0041727149466864325 21212198391810063e-21 0.0029354593098824713 0.004883038417594962 24823162135987226e-21 0.001998941841960524 0.004258244531456156 2164699217563784e-20
8 0.0016411979128437776 0.003793659628555452 19285252335729693e-21 0.0019388278262570803 0.004609743767225072 2343385555331015e-20 0.0016639255465033616 0.0035778658838560282 1818825439008503e-20 0.0022967293890248856 0.006356949247081999 3231585917529587e-20 0.001643727501446461 0.003797852427107378 1930656663010079e-20 0.001641189669209472 0.0037936495587793865 19285201145535682e-21 0.0027101729521343257 0.007340152925461082 373140226616122e-19 0.0038100268067692363 0.010406473804400846 5290181326031362e-20 0.02038701494122723 0.11382222953990745 0.0005786208128872929 0.00891675687132094 0.012635716660564813 6423427721547218e-20 0.002663578393419262 0.007320864170184754 3721596734058495e-20 0.0017888452791745516 0.004285291034050523 2178448438063303e-20 0.0016986416018398799 0.003958011944706965 2012074528957449e-20 0.0029114844636150654 0.0049283814597128744 25053665685206935e-21 0.001793015824323801 0.004057415818874825 20626069695076376e-21
9 0.0015032922164543356 0.003613283770331334 18368302930215815e-21 0.0018013749080076752 0.004458277626964443 22663870098300436e-21 0.0015497288225078047 0.0033874175003961895 1722010081502291e-20 0.0020986029888398925 0.006251421710079964 3177940483338981e-20 0.0015059844171388475 0.0036208828275314346 1840693310528858e-20 0.0015033437341768624 0.0036138716281804172 1837129133404408e-20 0.002537807869197161 0.00723787330540783 3679407926271518e-20 0.0021546076418533745 0.004622085216115422 2349659390607311e-20 0.015447944178722268 0.08096776211969565 0.0004116035375931308 0.008870507376858747 0.01254291601413074 6376252063775268e-20 0.0025118366464295444 0.00727203485124874 36967741134423845e-21 0.0016402184940451218 0.004208852549613914 2139590564535992e-20 0.0015647369662734937 0.0038296239082015317 19468078491989656e-21 0.0028979876430244226 0.004862881998981274 24720696006389408e-21 0.0016360903180912224 0.0037597883401220365 19113066001600545e-21
10 0.0013658036007967965 0.0034460988227396536 17518410157344934e-21 0.0016920434582371878 0.004415131090987862 2244453259436157e-20 0.0014404553628327432 0.003199724987080205 162659568392218e-19 0.0019081912130361428 0.006076300194818481 30889166134637855e-21 0.001369134202956156 0.0034568429868768813 1757302863575646e-20 0.0013659082446406024 0.0034464616792687975 17520254756073176e-21 0.0023965747869184916 0.00733293218624135 3727731568430331e-20 0.0017525233508635049 0.0037884160063889616 1925859612865386e-20 0.01118983878171552 0.058851454416640914 0.0002991742169504503 0.008842507921697017 0.012580807871533392 6395514572883337e-20 0.0023217291553363066 0.007004267852625301 3560653463693943e-20 0.001482612101527372 0.003985217498915017 20259046041145984e-21 0.001425881904875652 0.0036823613945237547 18719462376170326e-21 0.0028675082032490495 0.004892035846117526 24868900999359217e-21 0.0015006405593990524 0.0035699291894333287 18147907819849466e-21
