x gnassarJNOriginal_mean gnassarJNOriginal_std gnassarJNOriginal_se gnassarNatNOriginal_mean gnassarNatNOriginal_std gnassarNatNOriginal_se
1 1.8500860685323752 3.922036285954289 0.06458269310322903 1.8290389654943906 2.633983667451685 0.043372816167752425
2 1.8508284130032544 3.9214157764476285 0.06457247540708486 1.772865480579777 2.5235880720455697 0.04155497351198856
3 1.8496331283649508 3.921140221664804 0.06456793795034689 1.7243888653181274 2.4452579872875337 0.0402651415329233
4 1.8492771673500008 3.920748863961131 0.06456149361056339 1.6736198030874945 2.3502373987576664 0.03870047331975824
5 1.848807551705826 3.920289689176459 0.06455393255247083 1.6326317857143278 2.2799661787837024 0.03754334362929089
6 1.8485132203869017 3.919933564860249 0.06454806838759741 1.5916001344109092 2.2275148627400148 0.03667964757960334
7 1.848465931426097 3.9196286921599723 0.06454304816376417 1.552186832329944 2.1625280584777142 0.03560953437069136
8 1.8481687267962963 3.919075067567211 0.06453393183628481 1.5150272184984823 2.175908578461315 0.03582986634945383
9 1.8478030509295618 3.918797354130527 0.06452935883380745 1.4783492736790746 2.1108295231219563 0.03475823407683011
10 1.8477239378105221 3.9184869128524986 0.06452424691430347 1.445752464013043 2.08063173133849 0.034260978422635605
11 1.8474964401140355 3.918180957661764 0.06451920886550792 1.402421099833924 1.9599142037060013 0.032273168399768196
12 1.8471802599943594 3.917851687586772 0.06451378689930189 1.3797367310420228 1.9851171235677934 0.03268817538085311
13 1.8468246693031627 3.917425551611366 0.06450676987882749 1.3334222999564986 1.8441621997411095 0.030367123783373366
14 1.8466783263412365 3.9171177586577173 0.06450170156828278 1.2992590032275444 1.7748386342803122 0.029225598762554508
15 1.8461546586021929 3.916113941699044 0.06448517209281464 1.26276529310707 1.732053582427583 0.028521073441586386
16 1.845951436496277 3.915738318242017 0.06447898684293961 1.2331963263427421 1.7041977072419727 0.028062381245219727
17 1.8455477554807103 3.915268700440572 0.06447125382362637 1.1978613521554156 1.6435636817200676 0.02706394360303923
18 1.8451692874634387 3.9149812880257135 0.06446652111173144 1.1691791776430078 1.6015836803657748 0.026372674745163846
19 1.8448937479152685 3.9146390850464083 0.06446088618426515 1.1431971880697054 1.5659690057675058 0.025786221323560246
20 1.8445949632557672 3.914305252986531 0.06445538909757366 1.117230650257898 1.5408952002472214 0.025373340419667087
21 1.8443213187429128 3.9140381446071064 0.06445099072457659 1.0821529004932542 1.4982597112600662 0.024671277894028423
22 1.8438136561736895 3.9125250087451993 0.06442607448671744 1.0535737533616263 1.4567419787275948 0.023987621042589034
23 1.8434266614162558 3.9110315400032514 0.06440148209990912 1.029583454482687 1.426643775356312 0.023492005273237943
24 1.8432049726429407 3.9106932625670927 0.0643959118128821 1.0130874668243508 1.4089479422090472 0.023200614659273318
25 1.8394147332460562 3.873078047555536 0.06377651624639966 0.9983627251603457 1.397558699756114 0.02301307229699324
26 1.838872866959486 3.872565188802517 0.06376807119463658 0.9682716175144782 1.3655352812573416 0.022485754735850568
27 1.8386213588080291 3.872221681276242 0.06376241478568709 0.9401481558159518 1.3107044939287358 0.021582876829459613
28 1.838363823075275 3.871896965016477 0.06375706780543984 0.931336371712538 1.4169334822940622 0.023332109537691707
29 1.838049328959222 3.8715369725504853 0.06375113994520207 0.9051516573742834 1.2853017222090195 0.02116457896316472
30 1.8378387153450662 3.8712713166393167 0.06374676548945225 0.8854322738639415 1.2354338957254252 0.020343424262212882
31 1.8375362259725665 3.8709248451699065 0.06374106027436843 0.8656877955122709 1.2036316412713948 0.019819748526026852
32 1.8380614909367023 3.8706284674190887 0.06373617993366576 0.8869845647992114 2.8424457626543966 0.046805482909349654
33 1.8377753813054019 3.8700773189027946 0.06372710437880422 0.8281112967269648 1.1542523436890457 0.019006638246340104
34 1.8374899411846135 3.869506269491549 0.06371770112340719 0.8139492531476187 1.142122219534818 0.018806896064361298
35 1.837236557234202 3.8690402534612414 0.06371002741310157 0.7975350118144929 1.138366693717557 0.018745055236379666
36 1.836463882437856 3.867386402881496 0.06368279407902641 0.7828826385481085 1.1067359157814822 0.018224203139376473
37 1.8361998047568235 3.8671003376233495 0.06367808355025324 0.7644034064340087 1.0624369148997341 0.017494748190432903
38 1.8358460966471397 3.866737496571941 0.06367210878343318 0.7489224414073508 1.053020211820786 0.017339686890472505
39 1.8355998492282737 3.866329873523051 0.06366539660834125 0.7389296558521464 1.0575524423979374 0.017414317422955204
40 1.8353614360041555 3.86608176570543 0.0636613111104331 0.7199794776502255 1.017290048088212 0.016751331752828107
41 1.8350816650524449 3.865778086694389 0.06365631054263056 0.6999154366268726 0.9913217869241076 0.016323722185014586
42 1.8349240457855192 3.8653450842473496 0.0636491804545561 0.6793983847190467 0.9578580334333469 0.01577268717049532
43 1.8346383309355456 3.8645996171900725 0.06363690512952887 0.668838642888382 0.9632753207291664 0.015861891598340845
44 1.8343365237778333 3.8637496966811717 0.06362290980888763 0.6528515376801152 0.9307834164812631 0.015326859658963651
45 1.833923871482112 3.8631186531511075 0.0636125186529509 0.6307934441246907 0.8820917785858429 0.014525072812127188
46 1.833625044029606 3.862580185577196 0.06360365191038747 0.622655723869161 0.8942830533523655 0.014725821938187836
47 1.8333572749750964 3.8621749274828634 0.06359697867811075 0.6135713621348248 0.8999020188463371 0.014818347324899426
48 1.8330966878367552 3.861438463361728 0.06358485160103929 0.598291956252718 0.861109217489712 0.014179560887965719
49 1.8328176776954954 3.861128560460501 0.06357974854678317 0.5960020359303224 0.9121108451293951 0.01501938546516679
50 1.8324065184231186 3.8598968208975486 0.06355946595570613 0.5808300762812503 0.8595201582955858 0.014153394449214337
51 1.8321202203933142 3.8595491357295857 0.06355374075510574 0.5696215019717803 0.8089583696889231 0.013320812535572019
52 1.8312836448867649 3.858998768892042 0.06354467807185354 0.5769206631605711 1.069131528113213 0.017604985862674564
53 1.8311524864469773 3.858769875548741 0.0635409089714511 0.5552524712328505 0.8242529610320878 0.013572662805900297
54 1.8310020225253336 3.858452279347329 0.06353567923452082 0.5443900462940483 0.8010461309816587 0.013190524683309984
55 1.8307581475073602 3.858217694235897 0.06353181640991808 0.5343259442850046 0.8474827951719572 0.013955179728159997
56 1.8300990544284823 3.857983635835721 0.06352796225847106 0.5309342831762598 0.8292891634816001 0.013655592053232196
57 1.8297937986484225 3.857748851135122 0.06352409614730874 0.5184999233297585 0.8303299269601957 0.013672729913116844
58 1.8295961898726112 3.8573571820565014 0.06351764668023135 0.5207829574991125 1.083983980896966 0.017849555604009817
