x bayesfilter_mean bayesfilter_std bayesfilter_se leaky_mean leaky_std leaky_se pf1_mean pf1_std pf1_se pf10_mean pf10_std pf10_se pf20_mean pf20_std pf20_se smileOriginal_mean smileOriginal_std smileOriginal_se smileextended_mean smileextended_std smileextended_se tsor1_mean tsor1_std tsor1_se tsor10_mean tsor10_std tsor10_se tsor20_mean tsor20_std tsor20_se tsorOriginal1_mean tsorOriginal1_std tsorOriginal1_se tsorOriginal10_mean tsorOriginal10_std tsorOriginal10_se tsorOriginal20_mean tsorOriginal20_std tsorOriginal20_se
1 0.04910965229959947 0.035917587894540935 0.0008361977178838016 0.053250837842707184 0.03879448449858595 0.0009031747760858567 0.04771124918342622 0.034999443479704115 0.0008148223887100127 0.049366802180349965 0.03623684585837957 0.0008436303656874887 0.049473137695118595 0.036216086677395294 0.0008431470709903292 0.031298047737320325 0.02256881634239297 0.0005254248357728937 0.04360157735359289 0.03145105148427283 0.0007322122396808302 0.03167742135765678 0.023149439667132145 0.0005389423331205037 0.043265511398101274 0.033486782744913894 0.0007796061192300607 0.04995239341687849 0.03632990087122505 0.0008457967803589723 0.047720136619447 0.034861118751250454 0.0008116020493431415 0.049033290658124264 0.0358932425737738 0.0008356309342310017 0.04908166301037943 0.035867086739056614 0.0008350219999850809
2 0.04756755703445882 0.03460965522149043 0.000805747724427623 0.05232562536153711 0.038106538819748056 0.000887158705954385 0.0470532194421596 0.03460955381010113 0.0008057453634680689 0.04813352743878663 0.035382176967945024 0.0008237328108231134 0.04813143436643481 0.03507207057257613 0.0008165132207751956 0.030737773808357426 0.022185452211459327 0.000516499731661046 0.042484938216105085 0.030645797400791274 0.0007134651114243073 0.03167320520417849 0.023143936807612862 0.0005388142209937826 0.04270156959648087 0.03263859026999172 0.0007598593418590798 0.048772716239340874 0.03533406738468536 0.0008226127711409334 0.04695993930466205 0.034484887761352244 0.0008028430119580652 0.04755446389167223 0.034641278028418675 0.0008064839353074882 0.04756274401437974 0.03461906703555105 0.0008059668409635592
3 0.04615243210010026 0.03348534915051137 0.0007795727437046418 0.05144502129432301 0.037514756594217734 0.0008733814181274409 0.046336560341367655 0.034203639268843004 0.0007962952630311326 0.04695309008183234 0.03456963164502538 0.0008048159351493481 0.046829749832551885 0.03413096656896064 0.0007946033691886923 0.03026729664029285 0.021885463191289853 0.000509515684324893 0.0414403503092232 0.029926683263717405 0.0006967234081093545 0.03166836291762269 0.023132303466607277 0.0005385433850671387 0.04215760900835644 0.031879186886154084 0.0007421796641930086 0.04768185119636986 0.03453446437721644 0.0008039972056407747 0.046317473771194585 0.03409062555764292 0.0007936641897064829 0.046185080449596995 0.03354647125499266 0.0007809957280216726 0.04620367524271817 0.033565216219991124 0.0007814321297366082
4 0.04458070571806883 0.03222058444655753 0.0007501277441625949 0.050500745422517146 0.03688223888021703 0.0008586557669918072 0.04557249708705271 0.03365789295072883 0.0007835897376186113 0.04578258697186675 0.03375054734056862 0.0007857468253819498 0.04532846846382737 0.03299417270812371 0.0007681376601069129 0.029728292552378358 0.02150975287747022 0.0005007687688047354 0.04031301766146802 0.02915207080131606 0.0006786896477352954 0.03166393767300907 0.023132144926160895 0.0005385396940854434 0.041482251445917814 0.03096438594953329 0.0007208821745685303 0.046485354434353594 0.03354893622026405 0.0007810531149024579 0.04539627521383463 0.033658613931569915 0.0007836065227806808 0.04467662310554418 0.032368830942901036 0.0007535790723055282 0.0446685442140893 0.03231095457335471 0.0007522316519755178
5 0.042936654295336975 0.0310443701427162 0.0007227442873585846 0.0495337736285925 0.03613767032754531 0.000841321459176366 0.04490213560473641 0.033199772759249686 0.0007729242369241848 0.044425407034495566 0.03278669612527654 0.0007633073957361393 0.04387944581860415 0.032028683501302516 0.0007456600963641642 0.029267499448641075 0.021140032705589094 0.0004921613098381049 0.03920474911953891 0.028298928771189558 0.0006588276397208049 0.0316596485360404 0.023124682554300426 0.0005383659625325884 0.04079704801309839 0.030316882105278546 0.0007058076311867043 0.045167519527544386 0.032577986258112694 0.0007584484192610301 0.04471128388786137 0.03305646106350184 0.0007695877959225712 0.04306979249851556 0.031249783230414722 0.0007275265114784587 0.04304359494209349 0.03116974589178163 0.0007256631614086547
6 0.04134401561023034 0.029696400311893342 0.0006913621884375821 0.04859820317514877 0.035345322395166134 0.0008228747991508993 0.04411626098823395 0.03260885507369048 0.0007591670764608319 0.04301339906013404 0.031703329997213286 0.0007380855382278072 0.04240785562248241 0.030752565866908794 0.0007159507891366182 0.028852210116014756 0.020773586173765155 0.0004836300645179206 0.03814415002807166 0.027417349843187708 0.0006383035920065197 0.03165632522903247 0.023120993638587356 0.0005382800808495034 0.04013167790016624 0.02940174371902591 0.0006845022853940202 0.04392932889814505 0.031563823263375236 0.0007348376805819286 0.04405535986341858 0.03259831326920785 0.0007589216526067401 0.04151896514250818 0.029959163422793256 0.0006974795790130208 0.04148164649727642 0.029832702172242813 0.0006945354333921762
7 0.03993352674193322 0.028596308479285272 0.0006657509396368437 0.04776251957024304 0.03469914784777399 0.0008078312031424371 0.04349613944435611 0.03230711721051001 0.0007521423142932979 0.04191484750617384 0.030964243397612595 0.0007208788558158591 0.041210176159050135 0.029953477310595698 0.0006973472005788902 0.028470262639735955 0.020497576081442575 0.000477204270837379 0.0371939196903812 0.02667533682758579 0.0006210287796747955 0.03165201183614889 0.023112153070854593 0.0005380742635049579 0.0395461859889912 0.028691880809380708 0.0006679759599960418 0.04275228581849115 0.03057233067878544 0.0007117547319449822 0.04341695625589719 0.032235797292151334 0.0007504819145708475 0.04014232406036678 0.028854796162831476 0.0006717687939459092 0.04011094196413669 0.028786565171218473 0.0006701803075574785
8 0.03845745517187358 0.027669535556272135 0.0006441747300791336 0.046871691274011536 0.03409483862544892 0.0007937622741796109 0.04262453049604586 0.03167222864735055 0.0007373614673950251 0.04069156678955085 0.030175804561554144 0.0007025232035003749 0.03998258396914773 0.029255337712867 0.0006810938057212198 0.028101067222864685 0.020231731418020482 0.00047101513860729044 0.03621682982691619 0.026033099537726957 0.0006060768469977836 0.03164568667896029 0.023101990229292133 0.000537837662290347 0.03886210455792201 0.028143358655022606 0.0006552058103125585 0.04147882608173247 0.029720026396741022 0.0006919122275518501 0.04275883796757137 0.031903780537534204 0.0007427522292332575 0.038697081292864484 0.02791404550421059 0.0006498671685877088 0.03865420506691968 0.02786820445004984 0.0006487999425538462
9 0.03701097953274217 0.02658209452949301 0.0006188580048136229 0.04601814884059131 0.03347429901584217 0.0007793154854104649 0.04197455469371937 0.031356549792429446 0.0007300121448613335 0.03960727674596973 0.02954201304963243 0.0006877678970627839 0.03865856755283581 0.028190330556353616 0.0006562993636105411 0.02779070205505033 0.020050538859416413 0.0004667967928640542 0.03529494875556088 0.02539568793375291 0.0005912372611614318 0.03164047929926316 0.02309535519597418 0.000537683192014257 0.038053108284814376 0.02725601094538841 0.0006345474595362163 0.040221327073975466 0.02884938802884412 0.000671642887125231 0.042118183125539416 0.03142105473200735 0.0007315138849955998 0.03728441704780933 0.026876417259974278 0.0006257101352036811 0.03724174241060946 0.0267877197277919 0.0006236451670824754
10 0.03568115949498306 0.025389981522044996 0.0005911044101342004 0.04518649782694937 0.03282264414993182 0.00076414430205255 0.04133832211543806 0.03095181962555657 0.000720589617856137 0.038629957062795865 0.028765896758533808 0.0006696991260379973 0.03751715219977937 0.02718598298512541 0.0006329171379029286 0.027487627581459676 0.019794249241565455 0.00046083011174411035 0.03440243142254217 0.024675277487693256 0.0005744653784642005 0.031635902100701836 0.02308632381583537 0.0005374729323642051 0.037392018319040835 0.026520499265457173 0.0006174240048643379 0.03909980833608656 0.027920480864627638 0.0006500169902770243 0.04143098152901631 0.031011443261179144 0.0007219777163048948 0.03600008576606572 0.0257539257049118 0.000599577398243643 0.03592453422506354 0.025640966700039878 0.0005969475985375586
