x gnassarJNOriginal_mean gnassarJNOriginal_std gnassarJNOriginal_se gnassarNatNOriginal_mean gnassarNatNOriginal_std gnassarNatNOriginal_se
1 1.451359058244303 3.7696081068025915 0.019162985260800035 1.0870093009166106 1.5568719168345553 0.007914433742174794
2 1.4508936501294212 3.7673424433674696 0.01915146765106898 1.0789207824467983 1.5423270307409098 0.007840494109742033
3 1.4504545684048877 3.765860000595603 0.019143931581487635 1.0719273984765199 1.5318864502886513 0.007787418913686566
4 1.4500038956103123 3.764304587540272 0.019136024563938522 1.0643954324862 1.5208246153674083 0.007731185540469161
5 1.4491226258138379 3.7290716525736953 0.01895691623375406 1.057510850809469 1.5116175499482891 0.007684380977787059
6 1.4488529073614338 3.7281459870118887 0.018952210568068194 1.050349251066663 1.500445359700637 0.007627586607926632
7 1.4485766466166954 3.7274750687953007 0.01894879992284158 1.0442209292043523 1.4938884814429962 0.007594254399949552
8 1.4482511238648133 3.726452330704671 0.018943600784257112 1.037214542429063 1.4836274121122932 0.00754209175736889
9 1.4479290105763447 3.725788729940869 0.0189402273376559 1.029828414121394 1.4717618453966221 0.007481772574673713
10 1.447762862946482 3.7248074999359404 0.018935239207434097 1.0227362362794385 1.4607709389413057 0.007425899769745801
