x bayesfilter_mean bayesfilter_std bayesfilter_se gnassarJN_mean gnassarJN_std gnassarJN_se gnassarNatN_mean gnassarNatN_std gnassarNatN_se gsor1_mean gsor1_std gsor1_se gsor10_mean gsor10_std gsor10_se gsor20_mean gsor20_std gsor20_se gsorOriginal1_mean gsorOriginal1_std gsorOriginal1_se gsorOriginal10_mean gsorOriginal10_std gsorOriginal10_se gsorOriginal20_mean gsorOriginal20_std gsorOriginal20_se leaky_mean leaky_std leaky_se pf1_mean pf1_std pf1_se pf10_mean pf10_std pf10_se pf20_mean pf20_std pf20_se smileOriginal_mean smileOriginal_std smileOriginal_se smileextended_mean smileextended_std smileextended_se
1 1.5005473954763466 2.0860677197485695 0.03435049079468023 1.2062904177590568 1.6752488264128833 0.027585690936932042 1.469160886163087 2.07603902969047 0.03418535213582357 1.0577301943807211 1.494956339031797 0.02461688250875673 1.1715814354531369 1.6986031521709504 0.0279702578157413 1.2477280233215078 1.8140711112947112 0.029871625172808364 1.5160946372251587 2.139595469975094 0.03523191208029304 1.5012015870906081 2.097797925273705 0.03454364766734371 1.499390925844344 2.0844141363211195 0.034323261859701214 1.6463734460805914 2.2875681175194345 0.03766852188888975 1.5197496324508104 2.147541682326977 0.035362759363754596 1.510803017253181 2.1210686903318736 0.034926838583606075 1.5023638795672534 2.0992916785471576 0.034568244739425075 1.8150197562785033 2.5272994674700406 0.04161608766142713 1.3694041221678817 1.8907510922385562 0.031134285514374492
2 1.4420280169470305 2.000664508840962 0.032944188313535704 1.174144851933224 1.6310584992010442 0.02685802547634616 1.407941343854018 1.9754076794918272 0.03252829362524398 1.0576969193684993 1.4946264654897248 0.024611450605485766 1.1654233698040002 1.6843556592756372 0.027735649720848427 1.2314777637312566 1.7850297990934694 0.029393412831957594 1.4777111361237516 2.0973664587733207 0.03453654287112384 1.44666635586508 2.017180828928871 0.03321615633057118 1.4425464867638085 2.0001395903900865 0.032935544679273954 1.6177984479252927 2.247569757279326 0.03700988396825899 1.487343004056697 2.1058955112709024 0.03467698756356213 1.4568505783144996 2.0385580144453024 0.033568166386307455 1.4462383745216267 2.0207490559267476 0.03327491297949658 1.7662283847173355 2.4551853141079443 0.04042861108155397 1.3228691008507936 1.827161570261368 0.03008718082614376
3 1.3857426038520722 1.9173552474215199 0.03157236610929534 1.1447417573233767 1.5857902126957537 0.02611260966641342 1.3519701175988836 1.885702551672381 0.03105115309992638 1.0574038281717186 1.4944846475667615 0.02460911534320681 1.156944100261563 1.667670167090558 0.027460896010658542 1.2153331599971522 1.7548115213553723 0.02889581984327039 1.4450026851907443 2.052970796198441 0.03380549623051625 1.3927380434656362 1.9369285075663165 0.03189467160592934 1.3880449658554148 1.9228507826442942 0.03166285901625836 1.588137115192679 2.2066198993874595 0.03633557809446523 1.4531175960130052 2.0668585075470536 0.034034179938299804 1.4059387956997467 1.966756267240435 0.032385834080863395 1.392589960767123 1.9444114433723412 0.03201789028914305 1.7173815471074478 2.3834356763006896 0.03924713684191768 1.280481386512765 1.7630836803697916 0.02903203436755783
4 1.326895926058142 1.8213654122552272 0.029991737677127272 1.1137041615914944 1.5406376281566394 0.025369099077143666 1.2941290063697952 1.7840423392089582 0.029377152702263862 1.0572663624347136 1.494083473107683 0.024602509354612494 1.1484689689030294 1.6409888470297487 0.027021544770781624 1.1975564362546032 1.7106644579680395 0.028168866791774286 1.4127923403831266 2.0109057671368324 0.03311282725343582 1.3372834450068858 1.848609274842441 0.030440352092735223 1.3290964458590926 1.8268942520655596 0.030082778998179387 1.5574805186114191 2.156306540565756 0.03550708698044584 1.4213108038988247 2.019072127689842 0.033247299634340116 1.3542916898168398 1.8897060388965587 0.03111707701492628 1.3400474883825935 1.8592546593706278 0.03061564562696689 1.670499610118638 2.3082067697987587 0.03800837079620182 1.2360885202528198 1.6955778277337838 0.027920440938635153
5 1.2759317150694025 1.7555017196383922 0.028907185078225577 1.0863206370841691 1.5050710715946367 0.024783437997105095 1.2440545636698486 1.70953837755213 0.02815032405004324 1.057035845550055 1.4936475052679008 0.024595330436533544 1.1408654523398634 1.6250541924745434 0.02675915482081348 1.1783344124990451 1.6667670415460918 0.027446024582752374 1.3814830476090072 1.9727723289558958 0.03248489830136822 1.2898635310166588 1.790865264094465 0.029489503234441525 1.2787395455372539 1.7610741195298676 0.028998943686713838 1.529429430366219 2.1138080444419343 0.03480728026464802 1.3889784897608273 1.9831024166474729 0.032654999961443054 1.3067397638654472 1.8288104746916436 0.03011433271384006 1.2906688423345083 1.792218711013116 0.029511789934667066 1.6293514738308608 2.2430896617910627 0.03693611192463261 1.1968099731886899 1.6432134986009548 0.02705817726961886
6 1.2296303162006195 1.6999108927680002 0.027991791887198098 1.0609121128007744 1.4727738045140433 0.024251611074593216 1.1988759138578455 1.6536189752046526 0.027229520330491624 1.05693700061945 1.49341700839525 0.024591534931417754 1.1332006007317108 1.6111045357422396 0.026529451081747087 1.1632328684062938 1.6428609567232824 0.02705237209541043 1.348099332770231 1.9375510170754995 0.03190492223536115 1.2455529064251833 1.7387079405341104 0.028630648248156105 1.2346103873075553 1.7090926973622904 0.02814298520235698 1.5035038345764915 2.081314885669904 0.03427222766749492 1.354222613077361 1.9493973398055748 0.03209999116626781 1.26808148975838 1.780358649734833 0.029316494776265828 1.2439628014903898 1.7313652240911273 0.0285097385043377 1.5898622895004992 2.195080175652943 0.036145557813645465 1.1608886491304424 1.5992175583330914 0.02633371270556497
7 1.1827254559036984 1.6235878778309674 0.026735009570307264 1.035942492223451 1.4353842558188912 0.023635931470277746 1.1543453712813823 1.580513650823578 0.026025722511072373 1.056955510924593 1.4931867506695704 0.024587743364244987 1.127616111648932 1.5956953917873438 0.026275714516742214 1.1495356834228923 1.6102328873303169 0.02651509797591716 1.3178261292025575 1.8983274388850886 0.031259042358687476 1.1978213515286593 1.6650816015585637 0.027418271077806932 1.1880318452127328 1.6330889703311073 0.02689146047905571 1.476789986116186 2.0384246053906816 0.03356596958969376 1.3263189647643354 1.9091192364574434 0.031436746821326834 1.2226569374634388 1.7028729397543019 0.028040566798373384 1.1995077471867215 1.6598230875644344 0.0273316811100705 1.5521059440104459 2.1351131155313174 0.03515810283929774 1.1256609520071856 1.545096070734258 0.02544251457045256
8 1.136981968352478 1.5667207872050488 0.025798600625107103 1.0092724588905286 1.4036250035907216 0.02311296383553521 1.1089742689195852 1.5202259098346547 0.025032987005764003 1.056772824490676 1.492949574524712 0.024583837874071517 1.1208864548197464 1.5894401024312181 0.02617271102485579 1.1326834553801715 1.589850221637883 0.026179464303236876 1.2893921394781627 1.8658377196838445 0.030724046399649967 1.1528393976502507 1.6113158148810425 0.02653293013568376 1.1430113703920148 1.5771422130849975 0.025970206316699784 1.4481652485543517 2.004690361425842 0.03301048051049963 1.2946392887112337 1.8745066710531952 0.03086679475407458 1.1796811728901897 1.6501094611418377 0.027171730485335947 1.1554969154249122 1.6068238131953478 0.026458962037192335 1.5104234338579716 2.082458016738914 0.03429105117590331 1.0878102852650893 1.4986936817318366 0.024678423922201233
9 1.0988976874132381 1.5177561923401306 0.024992319098745462 0.9876343529355531 1.3791185585995103 0.02270942544360688 1.0734360141500152 1.4727928042049372 0.024251923935341202 1.0566368174761192 1.4927790970337047 0.02458103068548885 1.1161999382664014 1.5759589400231286 0.02595072180522658 1.1218725651712804 1.5740472957672798 0.025919243479862745 1.261931997642354 1.8354040039773392 0.030222905875146654 1.1153828234975496 1.5609023789625904 0.025702791089836433 1.1066583573942352 1.5290361617159896 0.025178062102456013 1.4229287483640294 1.9722383654781428 0.03247610572605841 1.2672464556031544 1.8381156652046204 0.030267557778411447 1.1444429248706969 1.5982579238553818 0.02631791076635621 1.1196479243637203 1.5620594945259358 0.02572184487564156 1.4740959698662 2.037766888000328 0.033555139205354384 1.0572217887609838 1.4616255610959092 0.02406803715257422
10 1.0569610253166568 1.4477833027916898 0.02384010190293909 0.9669360190239874 1.3429162746713754 0.02211329608066861 1.0339045226257844 1.4071323842464063 0.023170718550679866 1.0566421469053637 1.4927310987806321 0.02458024031634852 1.1096071648080825 1.5600825313225384 0.025689290967790518 1.1079794723910006 1.5477013282131347 0.025485414363301425 1.2358532461508867 1.8015113886687697 0.02966480895473365 1.074690744345007 1.4963861850800952 0.024640427244651403 1.0644002997138338 1.4577157747972689 0.024003656175394437 1.398241432390758 1.9277701727134327 0.031743864758155244 1.2383571614786604 1.8014057850125162 0.029663070019133583 1.1056738995188056 1.5312064377645587 0.025213799220058924 1.0803838897071032 1.4975303016002974 0.024659266980113097 1.436963677485603 1.9707861164202927 0.032452192088250294 1.0267391180578291 1.4087816415062457 0.02319787624828759
