x gnassarJNOriginal_mean gnassarJNOriginal_std gnassarJNOriginal_se gnassarNatNOriginal_mean gnassarNatNOriginal_std gnassarNatNOriginal_se
54 0.0006244533740765659 0.00225096043998037 3706571706217405e-20 0.00031422355301694135 0.0007345248351334075 12095143579881105e-21
55 0.0006146292130993655 0.00243249061778911 4005490607207223e-20 0.0003066922053789996 0.0007016514061100411 1155382921584271e-20
56 0.0006760966112370116 0.004449370054124911 7326609948442372e-20 0.0003563478461555367 0.002420458580294944 3985677904615074e-20
57 0.0006083192170302141 0.002970079044962806 4890717205756114e-20 0.00030131402413332534 0.0006469205720144628 10652597201662494e-21
58 0.0005725349235930412 0.0026464206089881924 4357761059590994e-20 0.00030535462744232046 0.0007365353911499895 12128250647923994e-21
59 0.0005519298048369094 0.002434060647132314 40080759153441806e-21 0.0003005842669676343 0.0006404070134221928 10545340887619464e-21
60 0.0005401812928139992 0.0022897090336452815 37703775547712464e-21 0.0003021370531393657 0.0006024375392161533 9920111868520024e-21
61 0.0005206489740367426 0.0020495317147335916 33748866172401595e-21 0.00030304762432226216 0.0006287069765552672 10352680790878604e-21
62 0.0005674403898066289 0.004064650132728499 6693106155955215e-20 0.0003555987800478476 0.003710615628854114 611013088381007e-19
63 0.0005259295062328616 0.0024070783473981497 396364517947385e-19 0.0003211329226302058 0.0014500414612222182 23877286146598324e-21
64 0.0005340715805083481 0.00236737841414178 3898272795875646e-20 0.0003105689561627842 0.0008346616300139408 13744058434460767e-21
65 0.0005433279976204031 0.0025321605563247804 4169613337920325e-20 0.00031821324506944827 0.001032884361224578 17008117428944444e-21
66 0.0005140616238694375 0.0018539005524162515 3052748156598798e-20 0.0003023401327328646 0.0007349195366612199 12101642981156248e-21
67 0.0005201512300681833 0.0018738974441393059 3085676284413258e-20 0.0003192570435928326 0.0008662001980777835 14263392146256569e-21
68 0.0005138959149436946 0.00179518769622552 295606790949962e-19 0.0003104481682998277 0.0007229854073864808 11905128172977413e-21
69 0.00048654120828743174 0.0015532055083954796 25576049623554957e-21 0.0003046431771431444 0.0006715137808674756 11057564301397342e-21
70 0.0004991351926579294 0.0024541631270933242 40411779113299175e-21 0.00031190823551051084 0.0014683808522059432 24179273984865828e-21
71 0.0004958093329598346 0.002138323933223 35210974163904034e-21 0.0002951748093144345 0.0007472924124383941 12305382462604515e-21
72 0.00047678976736616164 0.0016707402170897704 27511449366735528e-21 0.00028762696928835436 0.0005165490944434953 8505819224229363e-21
73 0.00046468069802007504 0.001592791920675335 26227904152408645e-21 0.00029354561023319257 0.0005366525371245072 88368550368341e-19
74 0.0004622135418569452 0.0015719983485781297 2588550423885279e-20 0.00029416710200895013 0.0006080892484851078 10013176434631438e-21
75 0.0005137672959616339 0.003081660150092112 50744536055057074e-21 0.00033061030345382945 0.001967053386782463 3239072663636231e-20
76 0.0004792565470126428 0.0019120989349782822 3148581239366757e-20 0.00030429316598656637 0.0007486476758787562 12327699074808332e-21
77 0.0004602916347976722 0.0017166786051138966 28267899485783144e-21 0.00029651335170575587 0.0005782000079795339 9521001578021103e-21
78 0.0004739348426250084 0.002011280011827133 3311898979967889e-20 0.0002949795252224679 0.0005260050614915168 8661527069167883e-21
79 0.0004570499599972689 0.0018324652032651522 30174513751604497e-21 0.0002823712163162572 0.00044679130151035177 73571439433060915e-22
80 0.00044839243910013433 0.001718113647118266 28291529781527815e-21 0.00028788390160566676 0.00047076783388884353 7751956463992142e-21
81 0.0004422792320535461 0.0016447409991724952 2708333004573674e-20 0.00028884034136635717 0.0005005145862466486 8241785021984293e-21
82 0.000508808679738246 0.0032042722506521073 5276354329615957e-20 0.000348588243884479 0.002031707817999747 3345536678363053e-20
83 0.0004880276635638728 0.002682014019818009 4416371387505385e-20 0.0003128085173157406 0.0009932040334642543 1635471642927547e-20
84 0.00042900521861359916 0.001521577596924053 2505524472754461e-20 0.0002912897508174397 0.0005202869009881929 8567368275629001e-21
85 0.00042054220983931003 0.0014432240302397457 23765026080450994e-21 0.00029429257524510554 0.0005656654164721618 9314599184602658e-21
86 0.0004413071845804453 0.001853286741774882 30517374177533412e-21 0.00030827314661523316 0.0008816003353839604 14516980402172057e-21
87 0.00043206278611026546 0.0017533643206710694 28871989335126486e-21 0.00029490529105513576 0.0005871101542305395 9667721597643147e-21
88 0.0004432261459926625 0.0018312908432941812 30155176008639306e-21 0.00030611058429033184 0.0006423862226044451 10577931779157682e-21
89 0.0004688518236097425 0.0023970810273177797 39471829693480155e-21 0.00032463794519535847 0.0011170485510103925 18394017416327305e-21
90 0.0005038535746372681 0.0030386956278393145 50037055462662677e-21 0.00032881456027269 0.001048637999422033 17267526650783905e-21
91 0.0004606949007500639 0.002165971600014238 3566623787112504e-20 0.00030963436662404073 0.00071077794916553 11704112560073075e-21
92 0.0004428618271288546 0.001894286834704873 31192507252763795e-21 0.00030570511500335127 0.0006904694878641658 11369700783129077e-21
93 0.00047503554404479804 0.0029011234246551607 47771705850881745e-21 0.0003279809317904389 0.0012022802177970556 19797495145096054e-21
94 0.0004237519170129056 0.0016970722792427966 27945049508298283e-21 0.00030839001457315884 0.000652538490470955 10745105347202593e-21
95 0.00044431173864893376 0.0024973946909092846 41123656978452454e-21 0.00031459207916307506 0.0014814935329060786 243951955551099e-19
96 0.00047956479743099345 0.0031838168425437573 5242671180153676e-20 0.00032598070913128236 0.0017875785213715067 2943538168096527e-20
97 0.00045230345413906005 0.0026277264987935554 432697817301083e-19 0.000292583999418761 0.000650019422985072 10703624812478902e-21
98 0.0004450479211782396 0.0024135888451688224 39743657707386074e-21 0.00028552218124832036 0.0005099336374484201 8396884987598097e-21
99 0.0004200043767127949 0.0018315536354305568 30159503307689105e-21 0.00027836186032885126 0.0004640396454243666 7641165920748539e-21
100 0.00040493074677666065 0.0016507345518675732 27182023618687726e-21 0.0002846590078857466 0.0005194446271995776 8553498870648268e-21
