x bayesfilter_mean bayesfilter_std bayesfilter_se leaky_mean leaky_std leaky_se pf1_mean pf1_std pf1_se pf10_mean pf10_std pf10_se pf20_mean pf20_std pf20_se smileOriginal_mean smileOriginal_std smileOriginal_se smileextended_mean smileextended_std smileextended_se tsor1_mean tsor1_std tsor1_se tsor10_mean tsor10_std tsor10_se tsor20_mean tsor20_std tsor20_se tsorOriginal1_mean tsorOriginal1_std tsorOriginal1_se tsorOriginal10_mean tsorOriginal10_std tsorOriginal10_se tsorOriginal20_mean tsorOriginal20_std tsorOriginal20_se
1 0.045707224903675146 0.0336419921879228 0.000553445020420716 0.04930793340298879 0.036224820818498975 0.0005959351808192909 0.04571187212728943 0.03330137749667197 0.0005478415619898985 0.045691604434899294 0.03359071778998831 0.0005526015043752513 0.045922938217326716 0.03380444172044271 0.0005561174806109629 0.031480307729264245 0.022652079578029536 0.0003726497698056897 0.04136319480770191 0.02973648661452089 0.000489195477773221 0.03156853705623297 0.022628035912152126 0.0003722542270245672 0.03737562185168101 0.02792585856718453 0.0004594088031008414 0.046783512881438366 0.03403336518690565 0.0005598835046877666 0.04550151231410309 0.033411077311231406 0.0005496462356183168 0.04563322417154808 0.03365715761808266 0.0005536945071858764 0.04567552188940792 0.03357451901649275 0.0005523350180602327
2 0.043898342833129926 0.03221850615822455 0.0005300272260649534 0.048384953014413916 0.035503640220381785 0.0005840710257888025 0.0446734149817355 0.03272207552811862 0.0005383114548540059 0.04403914403816352 0.032351765347693004 0.0005322194753950358 0.04424049589005971 0.03249919865946681 0.00053464490346688 0.030766994648899513 0.02212825186164116 0.00036403227059297725 0.039978599356328214 0.028745302042178737 0.00047288948249159994 0.03155946232909376 0.022616291560124558 0.0003720610204774811 0.036917753973784675 0.027367595407004335 0.00045022480578105786 0.04531312175812647 0.03282719296949538 0.000540040743778525 0.0445007002985645 0.03279772579320911 0.0005395559787298204 0.0438701002472422 0.03229246617618275 0.0005312439436547007 0.04387232221831006 0.03217816619871979 0.0005293635926633649
3 0.04201349947560899 0.03079958701807427 0.0005066845616915358 0.04748189344062273 0.034838504747360104 0.000573128870122374 0.043663498831310335 0.03203614811848205 0.0005270272506632172 0.042402316223544054 0.031155435536369843 0.0005125386320859008 0.04248929605495834 0.031287932927569456 0.000514718349058919 0.030092157109315745 0.021656337810288875 0.00035626880402035114 0.03861406499831084 0.02780222972928474 0.0004573749828581567 0.03155098855699823 0.02260748849140864 0.0003719162010352189 0.03639698675810024 0.026780459321060383 0.0004405658194386366 0.04371305478601777 0.03154067008099792 0.0005188761325296168 0.043473326967486896 0.032129453272776866 0.000528562215439845 0.04206100182343976 0.03092493096350538 0.0005087465971991606 0.04200859505928149 0.03078312063364751 0.0005064136729042601
4 0.040066604246612625 0.029316415202757354 0.00048228487539976557 0.04656381162375194 0.03422870134972395 0.000563096983426362 0.042660530037685794 0.03161398399822443 0.0005200822211045709 0.04077886118909921 0.030053834767478353 0.0004944161779628213 0.040662797829822336 0.029959061184289582 0.000492857056035967 0.02949249064761618 0.021301511573673954 0.00035043155120035766 0.03728669172073419 0.026946954196771865 0.0004433048296427102 0.03154673907024237 0.022601197574089127 0.0003718127090409007 0.035871636355507726 0.02621075079925603 0.0004311935342682876 0.04204700359013149 0.03021063763233665 0.000496995744721495 0.04237068694531179 0.0314217650002253 0.0005169200229006528 0.04017104842256571 0.029509434675926354 0.00048546024223514465 0.04009123263056778 0.02935493534240892 0.00048291857091211764
5 0.03826988803742935 0.027830538022150894 0.0004578406830948094 0.04572253695368785 0.03358686594128074 0.0005525381375426716 0.04169468789252275 0.03079588540576722 0.0005066236664006916 0.03926993325720594 0.0289060713783479 0.0004755343017413681 0.03896792411249383 0.02859345107412701 0.0004703913794766286 0.029001926684467317 0.020910693266309045 0.000344002192175121 0.03609627069765028 0.026038387062052925 0.0004283579753179348 0.03153845802512438 0.02259449896330447 0.0003717025100740323 0.03542462653397869 0.02579118883264212 0.0004242913127861796 0.04053335051194158 0.029008537444418683 0.000477219972842895 0.04151321376833385 0.030801524375021726 0.0005067164331856303 0.03846577656856925 0.028096146700655356 0.0004622102162567484 0.03830593621042799 0.027899767549921815 0.0004589795793051429
6 0.03659544434724518 0.026669026159943807 0.00043873263049473547 0.04490570714565559 0.033037848002212655 0.0005435062335221969 0.040749073527479425 0.030324180734833027 0.0004988636443491009 0.03779882972710544 0.02781636236931786 0.00045760747917430935 0.037353216914755565 0.027508161482221512 0.0004525372608204167 0.028568100621062395 0.02059110938289555 0.0003387447119434536 0.03497509856058787 0.025275365301782073 0.00041580549057399765 0.031530975094118 0.022589593141719586 0.0003716218043146331 0.03496365197708651 0.025279063054672733 0.0004158663223735133 0.03904511310603149 0.02795436408548333 0.00045987774789664476 0.04052654584985922 0.03025529665521573 0.0004977304311125748 0.03685251165294065 0.02695356503548468 0.0004434135846696413 0.036646632922163136 0.02672108907572085 0.00043958911846145375
7 0.0349444967005867 0.0253404081806517 0.0004168755121477244 0.04402471743112705 0.03234165107696045 0.0005320530853447426 0.03980472146843238 0.029831537436888444 0.0004907591605668073 0.03640236866536875 0.026816259307514405 0.00044115476566166143 0.03569048303269032 0.02613542884133742 0.00042995441137968056 0.02807059858928591 0.020199926102165706 0.00033230934873480593 0.03378033150857095 0.02435254543271203 0.0004006241642592778 0.031524320520251004 0.022588216547326116 0.0003715991579354309 0.034521785496410475 0.024831816078140594 0.0004085086542937736 0.03758154042750463 0.026764980896529938 0.00044031118359743904 0.03947733821080878 0.029670355065483284 0.00048810754646692016 0.03525315595793816 0.02569894759623874 0.00042277385054197787 0.035012815154396526 0.02539970915046176 0.000417851073471922
8 0.03359751220881154 0.02417926109599381 0.0003977734605096933 0.043255540284556235 0.03173715876523956 0.0005221085714189401 0.03893673413191285 0.029345925735604676 0.00048277035370803816 0.035189718327685304 0.02592463373228292 0.0004264866172376578 0.03439708287067345 0.025138678003055914 0.0004135568453566699 0.027712029004707588 0.019923740588106104 0.000327765815860332 0.03280674944672144 0.02358111396084247 0.00038793333119811025 0.03151912762129868 0.0225849504882214 0.0003715454279381761 0.03408519522241961 0.024523984331074538 0.00040344450866917886 0.03637020262557742 0.02582650262350551 0.0004248722605967714 0.038745326698769185 0.029199915112735224 0.0004803683303170264 0.0339215131266281 0.024542828888369835 0.0004037545208212196 0.0336636952750652 0.024226577305861433 0.0003985518603318601
9 0.03227358852549321 0.023173164976264087 0.00038122215509297917 0.042505233448426404 0.031142380336707142 0.0005123238607607199 0.03825239223853695 0.028903119443402604 0.000475485739406327 0.03402295085173522 0.025067636842373446 0.0004123881459406248 0.03313587902815005 0.024140384886879942 0.000397133907292193 0.027412602235089824 0.019700007711514284 0.0003240851822711417 0.03187927621273765 0.022852888503876023 0.0003759532810675961 0.03151392672335968 0.022581667840604072 0.000371491425043001 0.03371936592573475 0.02418904475966848 0.00039793441173731293 0.035129989776800714 0.024879353592609035 0.00040929069480192105 0.03796980325793232 0.02878998737191782 0.0004736246016573083 0.032645614439898475 0.02359970310069989 0.0003882391414732724 0.032356448869032495 0.023220134938736956 0.00038199485879300825
10 0.030939551161032672 0.02207689332316658 0.0003631873703499695 0.04172605312299905 0.030541569491457442 0.0005024399107062527 0.037457441249317415 0.028321922543393118 0.00046592445871886286 0.03279728087694575 0.02406745287730678 0.00039593410148693417 0.03187477072444276 0.023037925177170793 0.00037899732271822606 0.02709787438053767 0.019469763748273992 0.00032029743467803054 0.0309240359995322 0.022121342695121254 0.0003639186077699096 0.031508725926474315 0.022578282372587473 0.00037143573064758246 0.03335538409233462 0.023783051321850338 0.0003912554063672147 0.03391729088795791 0.023869377464286193 0.0003926755592938421 0.03723548549003446 0.028328814399836016 0.00046603783677354134 0.031351082126250235 0.02252707807600226 0.00037059336784067936 0.031040505402911304 0.022176987158941702 0.0003648340158481049
