x bayesfilter_mean bayesfilter_std bayesfilter_se gnassarJN_mean gnassarJN_std gnassarJN_se gnassarNatN_mean gnassarNatN_std gnassarNatN_se gsor1_mean gsor1_std gsor1_se gsor10_mean gsor10_std gsor10_se gsor20_mean gsor20_std gsor20_se gsorOriginal1_mean gsorOriginal1_std gsorOriginal1_se gsorOriginal10_mean gsorOriginal10_std gsorOriginal10_se gsorOriginal20_mean gsorOriginal20_std gsorOriginal20_se leaky_mean leaky_std leaky_se pf1_mean pf1_std pf1_se pf10_mean pf10_std pf10_se pf20_mean pf20_std pf20_se smileOriginal_mean smileOriginal_std smileOriginal_se smileextended_mean smileextended_std smileextended_se
1 0.01723856067554148 0.02838700090480593 0.0004674380433760049 0.015771501095360123 0.025810081494260034 0.00042500488281626116 0.018891534255634272 0.031549510519789714 0.0005195138970931037 0.01925932307515649 0.03496897272364408 0.0005758208922324626 0.017249054952955544 0.02841621971401343 0.00046791917849314997 0.017241216795005027 0.028397121021353895 0.0004676046875204068 0.019433936250469835 0.03572535946288789 0.0005882760275464515 0.10115624672035242 1.0234689910938073 0.01685307807813922 0.11751588493363792 1.1328873342293302 0.01865482868913998 0.15468907004231236 0.21298580569330755 0.003507156977026287 0.019111612604199118 0.03567780928073014 0.0005874930366209737 0.017612252749794926 0.029420985071585328 0.0004844642708884472 0.017417805191197247 0.02898069793866233 0.0004772142286375128 0.034128277862505295 0.03610457960353514 0.0005945205026548774 0.01738481821710814 0.028840554405907493 0.000474906537910958
2 0.007544482411828182 0.012635252136212947 0.00020805993404938894 0.00887799953374805 0.015313964976612958 0.00025216928864735125 0.009185267647372167 0.016215344487919222 0.0002670119652836453 0.011509113128447717 0.023872952072446846 0.0003931069028311635 0.007557950106166873 0.012667162007568419 0.00020858538187252466 0.007548079132301816 0.012644982130158935 0.00020822015419196143 0.011450071082683911 0.02371288186196577 0.00039047108701388246 0.2817490348466346 1.3144302735999096 0.021644227838866482 0.3665954605064289 1.665404168746957 0.027423582670106007 0.016621951174088094 0.02351508467244216 0.00038721403525395046 0.01131227664555558 0.02405292765507674 0.0003960704929082587 0.00860668510767909 0.015786847139244015 0.000259956060965742 0.008337131995656355 0.015092050961944409 0.0002485151142186317 0.015625695667562205 0.017141148187240753 0.0002822568258172516 0.009343949913053828 0.016609444510891358 0.00027350146180532065
3 0.00468374886893003 0.007607024849920613 0.0001252620107239838 0.006199928258951258 0.011158259761084971 0.00018373885736269274 0.005842617898494125 0.010412218572163828 0.00017145407832609618 0.008306235118154882 0.01862543891001685 0.0003066980816435461 0.004697052275135138 0.007644582218252416 0.00012588045375099615 0.004686960001527667 0.007617480299531103 0.00012543417667152204 0.008161556501730586 0.017855700421296895 0.0002940230881038959 0.17604863632577486 0.7613213306719012 0.01253639137093348 0.2685350980991271 1.1267283629610503 0.018553411230898858 0.006573498375913846 0.008738384762075925 0.00014389168792959504 0.008067850794995304 0.018128549881967278 0.00029851599732173335 0.005672865327202311 0.010667370410087472 0.00017565556746130905 0.005489071788448549 0.010283735760228776 0.00016933840029375428 0.008912828457036654 0.010560438469088565 0.00017389475949703884 0.006222672567555558 0.011360243337735994 0.00018706484478138682
4 0.003372450897683591 0.005381922315119202 8862208603921477e-20 0.004840998840140272 0.008794152059782947 0.00014480998699936833 0.004213231117091291 0.007283110423047437 0.00011992823395670215 0.006640395988301046 0.015312226575482667 0.00025214066305123174 0.003385477980906099 0.005421239784794888 8926951199158392e-20 0.0033760081930050067 0.005393000764677975 8880451069206055e-20 0.006563217918960323 0.015178347663416506 0.00024993612947209903 0.19071529028604473 0.6764524706549977 0.011138887844481795 0.3549669421133823 1.236886068449008 0.020367336643053388 0.005757866625036495 0.008364485374172557 0.00013773482765093675 0.006307447093410754 0.014349716408281966 0.00023629137094761832 0.00432408871437769 0.008514879507377261 0.00014021131115111993 0.004034072159777656 0.007573896570857928 0.00012471649984041407 0.005743867241457141 0.007217671826723078 0.00011885068125820797 0.004580911290082403 0.008144271307222705 0.0001341086456205031
5 0.0026599422908767465 0.004153761227259247 6839842036262651e-20 0.004051592018232263 0.0077339647836924515 0.00012735228276320238 0.003308824726135803 0.00562788435553463 9267225024296805e-20 0.0056535548148035925 0.013628734753034614 0.0002244192378057985 0.002670515029429651 0.004191020039730186 690119471828191e-19 0.0026630514057476387 0.004167825468673372 6863001092445558e-20 0.005568483905304034 0.013816638356737871 0.00022751337561742905 0.057361214608676644 0.28042514015781944 0.004617655076293069 0.126171971987809 0.6343058884197016 0.01044487596203185 0.005821369714747809 0.008510602168535377 0.00014014087782476006 0.0052945998164656465 0.012559819527375275 0.00020681781371409636 0.003540405924897652 0.007104933638283314 0.00011699426400600304 0.0032816986057965366 0.006468792169043993 0.00010651916222653952 0.0040789495907246455 0.00538166698535169 8861788162018008e-20 0.0036722643141501293 0.006566411592437179 0.00010812662447376406
6 0.002110164185926255 0.0032926001683396687 542180058213769e-19 0.0033188028511033363 0.006243961261203134 0.00010281695641747888 0.0026039431721124923 0.004429081885229861 7293202185488525e-20 0.004761302556207196 0.011583682570101521 0.00019074413439498935 0.002123392465727738 0.0033378777212745413 5496357421811257e-20 0.0021144706207790066 0.003307002709774336 5445516704212153e-20 0.004515397723792378 0.01110009834192625 0.00018278113519744205 0.07338527948019807 0.26418269109759424 0.004350196790234372 0.2530304808903499 0.8877366644440552 0.014618025019706007 0.005516009450625306 0.007601735106502911 0.00012517490651310138 0.00445307891737004 0.010772032787083212 0.00017737900337065472 0.0027644594590754377 0.0055777547581729306 918467850596414e-19 0.0026271685088542205 0.005144134663618572 8470652641637303e-20 0.0029382151189638046 0.004037848343968753 6648972660702069e-20 0.0028795717130510336 0.005232857704140624 8616749528036375e-20
7 0.0017694795646353363 0.002741227678319288 45138762868915215e-21 0.0028345487595340113 0.005344655642248586 8800842978478369e-20 0.0021583576434170233 0.0035470346835978573 58407683074653574e-21 0.004240565581936243 0.010834684318410446 0.00017841066252042965 0.0017793592105929666 0.0027725854990266743 4565512028212524e-20 0.0017716808748397138 0.0027481618533947575 45252945316035065e-21 0.00392275702611298 0.009953369776125246 0.00016389838816548475 0.01769054236036937 0.08474768345739 0.0013955081577238647 0.07881215384019151 0.4240570683323561 0.006982787895268026 0.005595477078127629 0.007839806691520644 0.0001290951415621401 0.003946544291922141 0.010043986945572621 0.00016539054693649397 0.00233290830304588 0.004726079773371698 7782257412510842e-20 0.002165546212380816 0.004216932147242563 6943863208961682e-20 0.0024027682509249523 0.0033715177032107996 55517511120014264e-21 0.0024083724884842485 0.0043397595278436936 7146118426600655e-20
8 0.001527992740967818 0.0025411581798372935 4184429385391585e-20 0.0025396074547053026 0.005137419504759175 8459595042672475e-20 0.0018243579456131702 0.0030337889673270444 49956259333580314e-21 0.003833808156358184 0.010160607520356846 0.00016731089398116166 0.0015388316957370097 0.0025757450700781143 42413823137930235e-21 0.0015308934319616056 0.0025503898955417494 4199630903651176e-20 0.0035506349232283002 0.009539110880321952 0.00015707694308381666 0.014378102626907127 0.05068588318636688 0.000834625332308667 0.1411571922825418 0.554453227043291 0.009129972287729408 0.005737118886425776 0.00849926834243602 0.00013995424798268503 0.0035267725663653657 0.009237823026374404 0.00015211574956378 0.0020475976238961595 0.004331600138977393 7132682668523928e-20 0.001889921602677554 0.0038800490909901976 6389130579089273e-20 0.0020574690811322647 0.0030644888454884524 5046178265489817e-20 0.002088059946539146 0.004021979781859555 662284249764473e-19
9 0.0013814794928194815 0.0022493406411816484 3703904444594114e-20 0.002326695113165692 0.004766230086896536 784837142031998e-19 0.0016130487599920738 0.0026290899210695403 4329223269078283e-20 0.003520847604368936 0.009435147461591638 0.00015536501665675437 0.0013925966253293183 0.002278489074572087 37519020711034915e-21 0.0013845318059295623 0.002258908199121248 3719658981602692e-20 0.0033093387354082267 0.00927062260692287 0.00015265584789281953 0.004701367879365396 0.011174064563286285 0.0001839991090828974 0.07545480761931884 0.33419189005965094 0.005503011879467869 0.005682368699300583 0.00841852070064644 0.00013862460700328317 0.003269124355251231 0.008819593434299607 0.00014522892052336913 0.0018689371434167327 0.003993030691024012 6575173121006253e-20 0.0017068133454138058 0.0033792950301777293 5564557743150339e-20 0.0019196594291029736 0.0029684914018988364 48881028937691234e-21 0.0018610207537947238 0.00355747693166859 58579631637412935e-21
10 0.0011795246014474792 0.0019938932972868324 3283268932529242e-20 0.002056947264891796 0.0041384919966255635 681469876975415e-19 0.0013813767241058483 0.002287502465992888 3766744082994955e-20 0.0031543026661551964 0.008531947617081793 0.0001404923652797744 0.0011893860705501165 0.002022941155871818 33311009462976626e-21 0.001182307446948569 0.0020033482851620917 3298838104656216e-20 0.0029198304180562892 0.008170167772410782 0.00013453507295104296 0.0018181424731199738 0.003307757322071577 5446759295836793e-20 0.07667565064802967 0.3337339399982648 0.005495470988432 0.005442146837147226 0.00784561393169006 0.00012919076719696178 0.0029584803608857357 0.008084997834873648 0.00013313261169455728 0.0016267695213272777 0.0037884264502971872 6238259030389555e-20 0.001486288232804842 0.003268834194081898 53826660481894555e-21 0.0016981281776214548 0.0025541778598302247 4205868401657115e-20 0.0015785084344679876 0.0028526932768094216 4697422486212431e-20
