x TLeakyIntegrator TParticleFilter1 TParticleFilter20 TSmileOriginal TSmileextended TBayesFilter TSOR1 TSOR20 TSOROriginal1 TSOROriginal20
1e-4 0.02113651858348698 0.035166602941994855 0.0025146340791766704 0.2861280970578602 0.017080541982900026 0.0011292975463259212 0.02472235516769232 0.0010947572125926772 0.03044731197485737 0.0011296634109841978
0.00011937766417144369 0.018939390664268037 0.03332653768879734 0.0024169221236048284 0.3139371675465412 0.014777239592521816 0.0009683071378285719 0.029697738757066522 0.0009309298185560916 0.028744288586699713 0.0009695530292314402
0.00014251026703029977 0.02036285452724427 0.03312381122527767 0.0023658745144280327 0.2945238811649693 0.015496132928557064 0.000959862748528572 0.02790462869041961 0.0009221933520886253 0.029043820422048453 0.0009580570428169645
0.00017012542798525892 0.02016821010192791 0.03313395998894617 0.002342420831634985 0.2959651336291192 0.015440455208604844 0.0009151608879386488 0.03811005926387273 0.0008792094457552655 0.02868056258753335 0.0009125253417253049
0.0002030917620904735 0.020658207250642654 0.03411094590143316 0.0022578920458666252 0.28994011037182243 0.015579812247791168 0.0008915793853081851 0.034002243221974815 0.0008559237911004932 0.02997288345341227 0.0008989228618469084
0.00024244620170823283 0.018395576261440134 0.032207345850899 0.0022446033947237883 0.3191489575695803 0.014346097974948326 0.0008918887562839564 0.033573142109928185 0.0008630554228112488 0.02771753499409939 0.000899026147544525
0.0002894266124716752 0.01941087397255661 0.03474800543778646 0.002360240633523984 0.3071336792515157 0.01576794977408364 0.0009793011111422188 0.0993595283049725 0.000951828665416714 0.030356571033151297 0.000982670047422096
0.0003455107294592218 0.02148735598103691 0.03665219086356833 0.0025156810973161964 0.2783351849385863 0.016876665177764143 0.0009655444824277616 0.09960385627815928 0.0009360147066394865 0.032734058625505894 0.0009693748818379812
0.0004124626382901352 0.01963899658661724 0.03446748129529861 0.002450816030191364 0.30225006597178095 0.01536653904620969 0.0009320261699096092 0.09798153116133797 0.0009100312802706218 0.0307256871861053 0.0009314429494516998
0.0004923882631706741 0.01965516155189952 0.03487972055808531 0.002438722681985941 0.3007547663142408 0.015245516572440715 0.0008633504683201463 0.044099174008942345 0.0008434927321710342 0.03186043535268022 0.0008737888849074155
0.0005878016072274912 0.01938273955096004 0.034591908226466225 0.0023137823759428883 0.30229066914995517 0.014912900228424519 0.0007468331087110143 0.04803828898822865 0.0007382088831643843 0.03044126303382942 0.0007517746912971239
0.000701703828670383 0.01818244471239017 0.03293077651120063 0.002143790394992592 0.3184008843245867 0.013923421423290411 0.000679324711264727 0.037078706795472094 0.0007065057264315309 0.02885508660482884 0.0006879556092817718
0.0008376776400682916 0.01820014683977524 0.03327967713504088 0.0021417429870326486 0.31875319557098486 0.013838235272669596 0.0005933148420936077 0.03858595921506194 0.0005872085321429474 0.0306395065231127 0.0005996529128898609
0.001 0.017647376045717623 0.032729066803646484 0.002352717212739402 0.3287672024795027 0.013381963601475356 0.0005411731151079972 0.040379314846466695 0.0005441388962443721 0.028666737423995732 0.0005468334150915406
0.001193776641714437 0.017854692540670725 0.03257780679350467 0.0025440110904939896 0.3247319649599454 0.013425762444832276 0.0004395003142883243 0.12644140369533985 0.00045243289766688875 0.030214423763398536 0.00044697099325831553
0.0014251026703029977 0.01801479988691865 0.03350257639870816 0.0020783552653215742 0.32778270045135194 0.013612802209617286 0.00033505102540590335 0.04467005360709636 0.0003410787189179684 0.030633439398001748 0.00033316774224499256
0.0017012542798525892 0.018763617107687567 0.03349124541869994 0.002190862961044659 0.3178346706161263 0.013664234991342082 0.0002870604218224758 0.04765226151247438 0.0002889954154639664 0.033131490102596965 0.00029005474288123795
0.002030917620904735 0.019495552032197216 0.03567560479507795 0.002266895377905468 0.3129064728204349 0.01401112877987604 0.00019834185712816997 0.04808020760332375 0.00019712658284854172 0.03397027482634536 0.00020594597475820462
