x GBayesFilter GNassarJN GNassarNatN GSOR1 GSOR20 GSOROriginal1 GSOROriginal20 GLeakyIntegrator GParticleFilter1 GParticleFilter20 GSmileOriginal GSmileextended
1e-4 0.4356218846348691 0.4770302045156729 0.425428600115508 0.8907095541794086 0.4301413382764179 0.6419641242385209 0.4380784251241822 0.22767291743257556 0.6160534584515234 0.41366564284023727 0.15945792540002895 0.4238179524496335
0.00011937766417144369 0.38531222923498804 0.41748184122177084 0.37564764455846444 0.6757261758814783 0.3837689154827964 0.573136602230831 0.38690740890168984 0.220077488988636 0.5509007812018757 0.36784601423337493 0.15228792781978492 0.37516212010402866
0.00014251026703029977 0.4563351257267272 0.5175470452757639 0.44264945956878676 0.9141235456728778 0.4409492733681754 0.6958513980774282 0.45870969068383316 0.20737563960834643 0.6629951428025396 0.42830930648921206 0.14181456585413854 0.45100626849178393
0.00017012542798525892 0.3551798589604968 0.3889582275451874 0.34536298922948405 0.7383595096184529 0.3518089919554566 0.5427824490878593 0.35724062432798315 0.20543743437414225 0.5230622649515135 0.3383068063558245 0.13988126873383305 0.3478886403958988
0.0002030917620904735 0.3381193329913476 0.36753726947233983 0.32873154423102785 0.705947284687094 0.33654237933657 0.520125419233817 0.33973451062071675 0.19701320529961602 0.4992399737038288 0.32011268873031923 0.1322843686350071 0.329677402385892
0.00024244620170823283 0.31973045696136804 0.34649639248590836 0.31104330592579454 0.6779614883898156 0.3192730946525153 0.49920355171355113 0.3215381350866108 0.1901517329397482 0.4789312337052506 0.304582502046411 0.12855185063636917 0.31064265709632366
0.0002894266124716752 0.3103944296205423 0.33877688993809213 0.30149998277909856 0.6750965798864474 0.3104071017858833 0.4899580901011861 0.31287760022015026 0.18500880511950463 0.47034127877249376 0.29565426443097514 0.12497947879529281 0.30284222058727195
0.0003455107294592218 0.3051148037895122 0.32797709665123387 0.2953852390192178 0.6339300106888217 0.305564859722262 0.4767021847911367 0.3066985999081718 0.18103545438972823 0.45855301326462083 0.29044407399233463 0.12291263144499857 0.29438641435976304
0.0004124626382901352 0.34522923208942 0.3988618677225078 0.3335845447324237 0.8074041130935541 0.33731570615163436 0.5611978607774897 0.34846628738414676 0.17412778692346487 0.5361378375914463 0.32559653381471987 0.11903350742958269 0.347006447374802
0.0004923882631706741 0.31254049264017425 0.3433221885196608 0.3018762492172232 0.7003392444764674 0.31067082146389924 0.49454019348035216 0.31490532042037755 0.17118556499499396 0.4747375471211853 0.29803810656502716 0.11673683129223292 0.3037022410845418
0.0005878016072274912 0.32618217101938907 0.3581046206352137 0.31432633888979084 0.741161194903592 0.32157266043482524 0.5186331969564145 0.32803109800810915 0.16026321376786934 0.4957021266654994 0.30779503730723046 0.1093214136075602 0.3133884985381626
0.000701703828670383 0.3280273016757538 0.3650046110419936 0.3156642052390301 0.7764929846644761 0.3215812132522345 0.5296610748991466 0.33010391343234474 0.15183470071863353 0.5052041126842335 0.3086228273928985 0.10308766142772319 0.3163207689805361
0.0008376776400682916 0.3106762223181761 0.34400794279366487 0.2988325226000494 0.7473899486043172 0.3049686209144157 0.5049263704322366 0.3121482681091897 0.1427475364351269 0.48229585681619946 0.2891364024720206 0.09641914435883284 0.29748173798736166
0.001 0.3070663175849438 0.3525496517197299 0.29566799030165003 0.786297161739338 0.3023562885831025 0.5219554493756453 0.30939125089842534 0.13393667044432755 0.49590085739654005 0.28665184390579773 0.09371654547124725 0.3002673655006243
0.001193776641714437 0.28957605451113283 0.33375786402476676 0.27853952539510646 0.7676949405961051 0.28566863102595447 0.5035158842900349 0.29199862477765276 0.12877606710441364 0.47776515221640165 0.2694535584466492 0.09205240898297562 0.2827833694951406
0.0014251026703029977 0.26885962277083464 0.31249500911725214 0.25847305708276225 0.7322256003813926 0.26635966060286353 0.48169523922013224 0.2707962765431128 0.12582109698301 0.45453066977591017 0.2541413990273279 0.09371995573344408 0.26405461175332956
0.0017012542798525892 0.27596987584140775 0.3358925939692319 0.2646049858169497 0.8062283059701059 0.2682944826163076 0.508701584509162 0.2777153557548895 0.11897563259275648 0.47918160456253855 0.2554649682320933 0.09388418859560652 0.2791196917169111
0.002030917620904735 0.26990976156397517 0.333993925720792 0.2579751145992375 0.8138052773161525 0.2595835507662102 0.5081658454684412 0.27193439437447275 0.11033299360274748 0.4772564958843114 0.24974051765173874 0.09268701312435526 0.2755950687404565
0.0024244620170823282 0.23570944748467376 0.2941322746961981 0.2243692290715878 0.7485980671234849 0.22833240003537703 0.46200898794332096 0.23711858247718065 0.10128456904641386 0.43332984012335823 0.216560755633931 0.08814391178119296 0.24017158881592282
0.0028942661247167516 0.22664256330171384 0.2911689090979166 0.2159810681255646 0.7623318939294373 0.21968379226890777 0.4627699055204294 0.2278751821535676 0.09402266611517685 0.43128748262036776 0.20832329407318445 0.08960713342477195 0.23417231236457914
0.003455107294592218 0.20206411089765502 0.26772095264753687 0.19305382903118656 0.7318356986037609 0.19399524215044384 0.4343489106420239 0.2030232934569543 0.09865640946051257 0.40701929178448343 0.1864862081901063 0.09813469631374422 0.21245726246435942
0.004124626382901352 0.17502188581189987 0.2351262330330593 0.16594481966901198 0.6756422015374777 0.17000046033413463 0.396578645424361 0.1762490517457555 0.09493931439150227 0.37383752104028484 0.16110202238455923 0.09848820780637257 0.1840852293246878
0.004923882631706742 0.15873535105047848 0.21830508771545326 0.14901479391331024 0.6685217567987272 0.15180987494721315 0.37868322288317485 0.15984783200629787 0.08153361998960035 0.3545086175534898 0.14393427930222075 0.09855758810119558 0.16629501622116022
0.0058780160722749115 0.14287212448515707 0.20105969589687334 0.13286782346135195 0.6596641670564773 0.13763057894209973 0.35714832802608554 0.14366961933777356 0.07925266155784871 0.3341061670392109 0.13216715551579383 0.10277201310382411 0.14905801535764385
0.00701703828670383 0.11965485411187315 0.17519038282774657 0.11025812689508863 0.6203306065829666 0.1169505191816882 0.3291934237376515 0.12120818523778976 0.08744698622938452 0.3067474194556129 0.10971380567323064 0.11880427614603484 0.1263408315102602
0.008376776400682916 0.10014672881597397 0.15000205587658622 0.09134545929424231 0.5671148234767371 0.09930235594303849 0.2973690256331888 0.10129478083397359 0.08965495894627706 0.27787372716316694 0.09148128432059577 0.12384699923950182 0.10553232417313896
0.01 0.07814282091816938 0.12824993586556654 0.07119872308567365 0.5426475301965414 0.08075197935559153 0.26757539443485945 0.07956569169009342 0.09939531179202876 0.25401623680094776 0.07173858578398518 0.13802490343585005 0.08570860596873764
0.011937766417144363 0.07026952545742504 0.12401623039410559 0.06380941915051286 0.5435689822672202 0.06966094601927975 0.25671356633428843 0.07120370853897473 0.10666840608822636 0.2438531920805348 0.06493210490427692 0.15318023108590006 0.08121893072074915
0.014251026703029978 0.047876917442917 0.08813559938199811 0.041114272684617204 0.4636485879074931 0.0472669934122002 0.22740987941291024 0.0487965692205693 0.11932026238253268 0.2075265042213078 0.04585625358160739 0.16952301981748874 0.05317768379651133
0.017012542798525893 0.030282959414675847 0.0633297587780054 0.025937422323400017 0.4023811097540857 0.03334058804809248 0.19030765397263838 0.03124165869350637 0.1258885044289043 0.18601177126757396 0.028751972995618713 0.16811930341812675 0.035020618042414964
0.020309176209047358 0.027967981411728293 0.05806612660802013 0.023452796905292006 0.3930089491266119 0.03191275282110484 0.1796784796158114 0.02955533837992974 0.11923764632026823 0.17176899561347714 0.026173674245710155 0.1629885086986681 0.03052762035530987
0.024244620170823284 0.007872612256568101 0.03206605340380986 0.006187872530788119 0.3342297639597408 0.016260956294772977 0.14821791454888644 0.009482458058504784 0.16211174560114827 0.14426258653258572 0.014237989706774257 0.20314259726012618 0.012308966003684918
0.028942661247167503 0.0035913707323564914 0.026759050294671294 0.003796815589038327 0.31238937146886936 0.010841684112230077 0.1382471331623265 0.005033715316357212 0.17396995480357347 0.1334249562419032 0.010849837339442114 0.20991511028113774 0.010331267650125708
0.0345510729459222 0.0009567592827098848 0.018199614007760045 0.0018768881670044868 0.28662291907250126 0.01083183379318342 0.12614908576160966 0.0026124607808574174 0.17847693026214606 0.12539844282030255 0.010140971840136737 0.2115109873944454 0.005163978971008176
0.04124626382901352 0 0.015104840269128839 0.0014550680327006793 0.2648768428691288 0.010924411760041663 0.11492796570078445 0.0012332682629175862 0.16957869653569335 0.11831053122901447 0.00919407850201781 0.19274793597075424 0.004710900246690075
0.04923882631706739 0.001254652143281243 0.01518670020153734 0.004500582316026458 0.24874014167097802 0.014630459374625926 0.1097661618196768 0.00245605555856121 0.2002932616234987 0.11502126067228047 0.015852739035150387 0.21951738056258774 0.009043859484816896
0.05878016072274912 0.0037551849996945164 0.012566224636843537 0.007539473853816592 0.22373464753959393 0.019427341422356026 0.10146533522712775 0.005250081862444356 0.2082614568708362 0.11390735060577739 0.017527392526023866 0.22139949802430048 0.009936179983383253
0.07017038286703829 0.011665679837179699 0.015174822805607557 0.016500702097152264 0.1950357353124056 0.03156222166285083 0.10102634900095586 0.012923974831809959 0.2204815245721553 0.10952760405161521 0.02825221716109705 0.2257345138282275 0.0177887893163019
0.0837677640068292 0.020260171669045146 0.01934267598503503 0.026160323890613846 0.17120593782865823 0.04147055722307158 0.09906268362466708 0.02112993641977301 0.23130829456408242 0.1131567309651772 0.036306842703492714 0.22844294743021132 0.026312155404861426
0.1 0.02669844911585384 0.02247212339393534 0.032769223825315885 0.153170791725467 0.05069295692633802 0.0987465397070294 0.02886146958591629 0.22827764773645898 0.11440577195437274 0.04482466648935712 0.22692080013837268 0.03191486486491424
