x GBayesFilter GNassarJN GNassarNatN GSOR1 GSOR20 GSOROriginal1 GSOROriginal20 GLeakyIntegrator GParticleFilter1 GParticleFilter20 GSmileOriginal GSmileextended
1e-4 0.11023522911953185 0.31978342695132916 0.17251229811878374 0.8907095541794086 0.17003370788050404 0.26016047587815905 0.11159110921010171 0.10371842157716607 0.3134210337686236 0.11607446611297739 0.15945792540002895 0.1645954590303986
0.00011937766417144369 0.0978229402757472 0.2758113783773666 0.1513466440893732 0.6757261758814783 0.11824841536868408 0.23456829405284463 0.09942502378664048 0.09667509352902712 0.28386611207281737 0.1030611816195334 0.15228792781978492 0.14680612265156898
0.00014251026703029977 0.09571918915659285 0.3439660085003859 0.16050851902659025 0.9141235456728778 0.12586633378191464 0.2555098794319445 0.09742381655320502 0.08776593403592682 0.3119792215986249 0.10445572199051932 0.14181456585413854 0.15863173718202045
0.00017012542798525892 0.08074654985247665 0.251055109855288 0.1299615760168039 0.7383595096184529 0.10451636327249575 0.21872609595896053 0.08265308685001677 0.08632608422210669 0.2586787857966165 0.08882159518642377 0.13988126873383305 0.12792582909255776
0.0002030917620904735 0.07377361745144294 0.23432985692256142 0.12049750270035485 0.705947284687094 0.09224722155638736 0.20820467512861168 0.07557815030036567 0.07908645795284978 0.24394485931386634 0.08088687788407341 0.1322843686350071 0.11841986856041038
0.00024244620170823283 0.06466755952193146 0.21784267298168805 0.11067435872216747 0.6779614883898156 0.07495074874166363 0.2019983759043338 0.06841596226528529 0.07714970926193143 0.23334678900040298 0.07010315437702594 0.12855185063636917 0.10873874016386065
0.0002894266124716752 0.05929387934857841 0.21168604867516821 0.10456951167414633 0.6750965798864474 0.06959940590608826 0.20131706100905988 0.062547859078175 0.07477856599949281 0.22883696920108393 0.06876297304693474 0.12497947879529281 0.10368420548488508
0.0003455107294592218 0.05797564828709702 0.20502499694663773 0.10208803926081576 0.6339300106888217 0.06788401366971182 0.1970520246572054 0.061013624586257656 0.07432144909292192 0.2224695518747335 0.06897762091801092 0.12291263144499857 0.10192818478451514
0.0004124626382901352 0.05537647501330581 0.2538045981334818 0.1067921283815221 0.8074041130935541 0.07823361928895711 0.2191070933751188 0.05854979172841182 0.07182065967553791 0.24650382325233477 0.06443594115908394 0.11903350742958269 0.1108047302660502
0.0004923882631706741 0.05169443910814506 0.21529269141324123 0.09837595381616668 0.7003392444764674 0.0820439881051244 0.20125693227949434 0.05477267992188789 0.07112924129528841 0.22268152124758048 0.06259859871396192 0.11673683129223292 0.09987765451824923
0.0005878016072274912 0.04797913651119351 0.22409563489254808 0.0960472194917352 0.741161194903592 0.07750040246880294 0.2029276268670055 0.050529785350510364 0.06498956410463433 0.2306756701366957 0.05651581297309066 0.1093214136075602 0.09677439763123616
0.000701703828670383 0.04300168111095107 0.22716427163325864 0.09054292718030357 0.7764929846644761 0.07182599267507084 0.19888935302475602 0.045359599334040324 0.05939162194935521 0.23307128193956378 0.05309244107711664 0.10308766142772319 0.09185737061247984
0.0008376776400682916 0.03676462471597011 0.2104767538904641 0.0807795650336808 0.7473899486043172 0.0693241482837815 0.1899968533650191 0.038384431189893264 0.05398375246930412 0.22025060893352888 0.046078538833801114 0.09641914435883284 0.08140300670276987
0.001 0.03046844643353644 0.2172049835515253 0.07563132812159704 0.786297161739338 0.0722741628828881 0.19293967428689657 0.03178196397944094 0.05698246831338419 0.23052084294874325 0.0388697104966059 0.09371654547124725 0.07947910850825585
0.001193776641714437 0.024388559356540468 0.2028883687935174 0.0673985957506712 0.7676949405961051 0.06525144194028165 0.1854032668999664 0.02671714846331824 0.05612880575578205 0.216129151339704 0.03736258863850661 0.09205240898297562 0.07101368927165924
0.0014251026703029977 0.02021606374376536 0.18897315251148547 0.061370849391489096 0.7322256003813926 0.05776654488045077 0.1862585954385361 0.02280647947270656 0.06040133320089011 0.21505438476050523 0.03076454005750004 0.09371995573344408 0.0661634327154115
0.0017012542798525892 0.017036227870841303 0.2071573035553612 0.059412927273661126 0.8062283059701059 0.058748553994212055 0.2019129798081892 0.019615621109917408 0.0646028345685781 0.22557757942062504 0.028836712237717138 0.09388418859560652 0.06909078587497161
0.002030917620904735 0.013675843502044122 0.20729395740970022 0.055418163772679746 0.8138052773161525 0.04759792114490494 0.2047132543095094 0.016345687758263533 0.0643547985148227 0.2266816752257342 0.025200846129125792 0.09268701312435526 0.06712948466330373
0.0024244620170823282 0.007255752867479315 0.17891308670355943 0.04222146267396382 0.7485980671234849 0.05661509270765236 0.19198363349037 0.009755091146960437 0.0644490692323752 0.20955603218190982 0.01912406362298119 0.08814391178119296 0.05348910905576243
0.0028942661247167516 0.003873553276497188 0.1803540023189682 0.038965529210749916 0.7623318939294373 0.047103921102505 0.19317691684774152 0.0073965910038660265 0.07118182338084794 0.20926308536366578 0.019479306667068597 0.08960713342477195 0.0529667728864614
0.003455107294592218 0.001262637504720554 0.168034318757183 0.03452827803736208 0.7318356986037609 0.04713837611350424 0.19604658059264962 0.006050673302541054 0.08395444370681993 0.207433959457972 0.015733736247686203 0.09813469631374422 0.05161465573022994
0.004124626382901352 0 0.14590180023509275 0.02859937367656351 0.6756422015374777 0.039704466909508684 0.18031430554546252 0.004957876634882452 0.08530360410112836 0.18628475536109773 0.012051872320548496 0.09848820780637257 0.04287014963324948
0.004923882631706742 0.0010901235235433182 0.1381834538456474 0.022994769592464437 0.6685217567987272 0.07162748132285679 0.18375365515927006 0.005196702197894032 0.09185423230532375 0.18121306430105671 0.02098511513520457 0.09855758810119558 0.038535975137667766
0.0058780160722749115 0.003589324404718819 0.131808685166098 0.02368932096249926 0.6596641670564773 0.2476698751865769 0.2033765442299833 0.008957926086725798 0.09776793663848937 0.18448105191979203 0.024622254357557438 0.10277201310382411 0.037562197337475345
0.00701703828670383 0.007714789602622618 0.12174501689760342 0.02654964749052413 0.6203306065829666 0.35864795583272746 0.20668956339268418 0.013208374794138167 0.11530532434255769 0.18701766469311276 0.030981499654273992 0.11880427614603484 0.041933484267993204
0.008376776400682916 0.011692646660298123 0.1089117844418157 0.028080057052631502 0.5671148234767371 0.11415227660228122 0.19505093225016157 0.017015558316887336 0.12314643936482994 0.18443232808522003 0.03250475761654481 0.12384699923950182 0.0425439437928099
0.01 0.018393024385346013 0.10154295464908003 0.03340721833800042 0.5426475301965414 0.14000036425545326 0.2211476530631381 0.02694619451123803 0.13398400226370732 0.19514135593850124 0.042400195220790304 0.13802490343585005 0.04561677312712842
0.011937766417144363 0.02396585182407074 0.10936989111905937 0.04045521377813033 0.5435689822672202 0.059956260307825415 0.22818909565891277 0.032304400631446795 0.1557430991784593 0.20925337179226133 0.05409422299197997 0.15318023108590006 0.058492414402170234
0.014251026703029978 0.039491449295891545 0.09436022574336478 0.048932911936850565 0.4636485879074931 0.19039906819695585 0.23830499416557538 0.04690269264061098 0.1677163929359694 0.20236451874557704 0.06245217101755074 0.16952301981748874 0.06460973455315044
0.017012542798525893 0.0478142652607485 0.08093537498087389 0.05194736636647257 0.4023811097540857 0.22570102811015846 0.22423250918592885 0.0530965877495605 0.1616076036471702 0.2013547416150201 0.07049498763301387 0.16811930341812675 0.06343830621550384
0.020309176209047358 0.051694882335578285 0.07622562838295499 0.050709507008065535 0.3930089491266119 0.35598626128411426 0.20648628593948737 0.05823528629210695 0.15788515975620254 0.17392344523042358 0.07216299836924722 0.1629885086986681 0.05940761740928191
0.024244620170823284 0.07983656211275436 0.07529932667274075 0.07667576149040412 0.3342297639597408 0.18054508397417357 0.23652206053804936 0.08787217291162708 0.19059751109687562 0.2006130674900709 0.10105455843504352 0.20314259726012618 0.08251931304743543
0.028942661247167503 0.09224999331825956 0.07956542190336624 0.08590891619372265 0.31238937146886936 0.19359399883027784 0.23815313593686038 0.09790679069252128 0.19608243059105357 0.2050982450989316 0.11419856866383737 0.20991511028113774 0.09278584299413006
0.0345510729459222 0.10218559903759517 0.07745314984040641 0.09116298753298402 0.28662291907250126 0.20624142560345082 0.23873960741041544 0.10750110300605942 0.1926738115839952 0.21309343496648503 0.12308587708497543 0.2115109873944454 0.09517659840142645
