x GBayesFilter GNassarJN GNassarNatN GSOR1 GSOR20 GSOROriginal1 GSOROriginal20 GLeakyIntegrator GParticleFilter1 GParticleFilter20 GSmileOriginal GSmileextended
1e-4 0.0002013510031997479 0.0009967728950830356 0.0006279186792105432 0.0004372925904077765 0.00018390771367004496 0.0006672314894504501 0.0006512828444961609 0.008144104812463778 0.0007498258963835284 0.00032668953293265923 0.002202718064698324 0.0005090764296540914
0.00011937766417144369 0.00021327254899666662 0.0010169486683351092 0.0006439718808827961 0.00045995242744661203 0.00019461537047962867 0.0006952253830111994 0.0006648046382213899 0.008141590285268526 0.0007862784758240413 0.0003461591861104363 0.00220107576174261 0.0005411566554548967
0.00014251026703029977 0.00019255253499413907 0.0009863141486384588 0.0006085545765099023 0.0004221621052402114 0.00017531308488692225 0.0006330307373943409 0.0008036646153501573 0.008137894694682436 0.0007320681803113155 0.00031065388059041936 0.002196175611596072 0.0004894308187514754
0.00017012542798525892 0.00021149539389808293 0.0010101742699238825 0.0006416588228695183 0.00046575138615658905 0.00019250674681173873 0.0006877327487288587 0.0008564843163709131 0.008130725892466167 0.0008007972445866485 0.00034592087673288767 0.0021916733345770938 0.0005457541312619315
0.0002030917620904735 0.00020994944478237976 0.0010051061166415113 0.0006382565265100175 0.000463453551498402 0.00019121281172898013 0.0006845128549199745 0.000798531935253347 0.008125836678857438 0.0007912523409034098 0.0003382993434322515 0.002186722668091444 0.0005431142372325826
0.00024244620170823283 0.00021098083710564697 0.0010083027767401331 0.0006389319388644151 0.0004623359030279814 0.00019292818574333963 0.000692315598017584 0.0010443752225114688 0.008124163152181637 0.0007969992602458188 0.0003468245085445439 0.0021843395091147937 0.0005446607669875485
0.0002894266124716752 0.0002105256768749746 0.0010109219799318023 0.0006370203413071318 0.00046464197968653915 0.0001922454396195998 0.0007016392583960944 0.0012523983550092731 0.008117083419745081 0.0007937626044595446 0.0003433456429179372 0.002180456005646108 0.0005447495764487163
0.0003455107294592218 0.00020528593068609615 0.0010081393209473188 0.0006314174321146943 0.0004694471675201769 0.00018742104298816192 0.0006959913324349886 0.0015045465694341756 0.008106710321267347 0.0008026469288221671 0.0003403905264317892 0.0021684414119288926 0.000540856041840386
0.0004124626382901352 0.00019912840949116458 0.0009979783052474847 0.0006157391110556203 0.00045513178993630485 0.00018231267624656578 0.0006799574637438686 0.0016170221117676733 0.008111050028207124 0.0007762983325513888 0.00032864102771003935 0.002171627500234868 0.000520580725758873
0.0004923882631706741 0.0002003272911235398 0.0010085350703803436 0.0006194488523496281 0.0004766896666732778 0.0001830976190217274 0.0006918174498183519 0.0018658009569561774 0.00809974086935602 0.0007888626559323639 0.0003321658931735117 0.002162793904234012 0.0005275206599386925
0.0005878016072274912 0.00019347070733219125 0.0009936180380022677 0.000604807430790164 0.0004564087320121503 0.0001773272177940143 0.0006770208439951091 0.0019247428135232255 0.008097713922127187 0.0007658580725449395 0.0003222795553076777 0.0021603873426766043 0.0005047124946477478
0.000701703828670383 0.00018995871358766837 0.0009867510378764746 0.0005957871515355089 0.0004493125537253661 0.00017500922295315754 0.0006652600691201807 0.0019113080632283373 0.008093817420638425 0.0007630161391879523 0.00030880606699593214 0.002158480989171182 0.0004926072176245932
0.0008376776400682916 0.00018463916980473918 0.0009801822590804609 0.0005866163684816552 0.0004462847537220934 0.00017019495942396695 0.0006647214798031643 0.001968860408970993 0.008081037645696643 0.0007600046846504365 0.0003046518996826433 0.0021462706717502097 0.0004868687529935341
0.001 0.00017756264097021717 0.0009569270843524983 0.0005743365417583149 0.0004553245095178048 0.00016367613317391753 0.0006550896966150499 0.0028086951694656246 0.008067732549514664 0.0007400714876445747 0.0003025967046138406 0.0021361239029304498 0.0004728500294784385
0.001193776641714437 0.00017613779848787238 0.0009493359320235822 0.0005709689330198932 0.00045140475827533985 0.00016279769324157852 0.0006490338164953862 0.002930858434954852 0.008061799922259982 0.0007426844140128953 0.00029746304101497753 0.0021280096556529947 0.00047231091487074945
0.0014251026703029977 0.0001676917612459542 0.0009282348344615452 0.000553277764846232 0.00044859588319697127 0.00015508424031618229 0.0006627004739446559 0.0034058383665558885 0.00803712135875305 0.0007363063408014296 0.00029076588217010976 0.0021082122053379397 0.0004596569930616623
0.0017012542798525892 0.0001625989356288623 0.0009145326415315212 0.0005409685173648737 0.0004657039055108149 0.0001506216880668832 0.000670879906176366 0.0040555085763316675 0.008023035003271124 0.0007448804325748626 0.0002842536629457292 0.0020998108074595577 0.00044916463045850425
0.002030917620904735 0.00015534240215993322 0.0009073576344632811 0.0005306520195355526 0.00045150509275900956 0.00014399950944500898 0.0006674807602518071 0.004611679500080635 0.008007937147936494 0.0007539120247161372 0.00027769821005814416 0.0020859044859499647 0.0004442328700149009
0.0024244620170823282 0.00015366484774729657 0.000888566309030342 0.0005215166242624545 0.00045950425407676604 0.00014234985456403073 0.0006666889382411587 0.005747217238547313 0.007985437199414275 0.0007455663664507204 0.0002714031340559722 0.0020670113826530548 0.0004385298090091536
0.0028942661247167516 0.00014199923365346086 0.0008627240320340395 0.0005008539347661915 0.000457815189138284 0.0001317278307084223 0.0006943102866042889 0.007424811823576228 0.00796339539982065 0.0007446185497541745 0.0002597229371789246 0.002047508188791039 0.00042235102899307396
