x TLeakyIntegrator TParticleFilter1 TParticleFilter20 TSmileOriginal TSmileextended TBayesFilter TSOR1 TSOR20 TSOROriginal1 TSOROriginal20
1e-4 0.003493790421328119 0.010033161313873166 0.0018334439129048489 0.02828635651854107 0.005782597592557357 0.0012337153794508896 0.031558393994907195 0.001999415402117573 0.00924051235741112 0.0010629242736824936
0.00011937766417144369 0.003473875838090682 0.009555850386332223 0.0019492235430993072 0.02597583133396972 0.005490374971260311 0.0012400049371829587 0.030680159316187172 0.0019384511514388431 0.008852553816304103 0.0010588266961574443
0.00014251026703029977 0.0034035099506238087 0.009265511414021273 0.0019283769557740973 0.025513264801486208 0.0053701266992731015 0.0012355598061773044 0.029632012442702707 0.0018836208501038301 0.008590193185315221 0.0010453384313593183
0.00017012542798525892 0.0033069272964323044 0.00962101528433962 0.0018418476026377992 0.02709948504812243 0.005455372679137492 0.0011977735053051884 0.03220182650549422 0.0019029173130510886 0.008872782024092888 0.0010169781799656361
0.0002030917620904735 0.003219876914255005 0.009553192107301711 0.0017977477062390331 0.026502463433741994 0.005289519020334962 0.001138586918710981 0.031017951184026057 0.001803018316883091 0.008886345158507471 0.0009428851396014355
0.00024244620170823283 0.003141976124032977 0.009742229701444564 0.001938115907263075 0.028713041045539442 0.005445907769806745 0.001159666727955877 0.03597728608320259 0.0018243119475299175 0.00916880596152689 0.0009435074732881841
0.0002894266124716752 0.0031477285538653917 0.00932726154007248 0.0018352273631327576 0.02684477814902848 0.005182948348656148 0.0011183139595735134 0.03343762212438166 0.0016749997853030285 0.008790714392720965 0.0009178352933821162
0.0003455107294592218 0.003088920538222778 0.008583297229455793 0.0017080276802410761 0.022704397099789005 0.004638028353649493 0.0010122308891284486 0.028964873580871263 0.0015598537149034103 0.008059788223618277 0.0008417532533250521
0.0004124626382901352 0.0030799786574711462 0.008460911824421527 0.0016082302005455697 0.022251933394407702 0.00453586052282764 0.0009531331036368306 0.028808306461015662 0.0014448193698593588 0.007969135022771136 0.0007847969669191827
0.0004923882631706741 0.0028683975844981603 0.007982522701200012 0.0015298673229686378 0.02097863814731498 0.004232800285602576 0.0008739133368644136 0.02775126946985532 0.0013602789027105018 0.007465785627757928 0.0006994736010972882
0.0005878016072274912 0.002797259775026007 0.007976495130738646 0.0014142983067633708 0.020838178910319787 0.004115784155352759 0.0008476401078860974 0.02765587052083812 0.0014294531765307078 0.0074380292900321065 0.0006838350826522395
0.000701703828670383 0.0027287725944993755 0.008048524928532622 0.0013851754173491685 0.021695154479309614 0.004025416286373819 0.0007602595096712151 0.029034017108409884 0.00131799348951009 0.007385000056227831 0.0006107818291699344
0.0008376776400682916 0.002681437212409833 0.007802032414141142 0.001351814829899242 0.02035999472428244 0.0037259012428951096 0.000650774576366038 0.027344491513822507 0.0011347473951756103 0.007235031204743128 0.0005025638889337132
0.001 0.002640933132679284 0.007580874178785069 0.0011112985688319244 0.01907111908852224 0.0034611542646820212 0.0005391006145232177 0.025633455990261934 0.000974297478008466 0.007103419312571759 0.0004011686155877079
0.001193776641714437 0.002720207394016366 0.007539000437311279 0.00105449512351954 0.019088099409427052 0.003327195453034758 0.00043127144698001593 0.025928481186374135 0.0008818710068504224 0.007014146785372319 0.0003169837994359539
0.0014251026703029977 0.002551672828512254 0.007314939379493305 0.0009342297674267289 0.01867890033145135 0.0030149439643729443 0.0003253551105729278 0.025734481982786103 0.0007792390282139513 0.00698820992038593 0.0002470100069035851
0.0017012542798525892 0.0027873638913106583 0.007169942912812777 0.0008719110298161621 0.018456481110849174 0.0029102134227979044 0.00023373131811978316 0.025613054162458876 0.0005985316361940126 0.0070391440608632075 0.00015385657444457433
0.002030917620904735 0.0028466365478535096 0.006910846763879542 0.0007324403354096228 0.017780556449983203 0.00271050407529799 0.00017853845999003283 0.024885985445619145 0.0005247002582798622 0.007020039724323929 0.00015295474041074255
0.0024244620170823282 0.0029682879222678914 0.006726590444970885 0.000737225124713573 0.01743401114151165 0.0025267268413780774 0.00010590759067025113 0.024494821652876843 0.0005147507305537195 0.0069288131120104094 9249500309880046e-20
0.0028942661247167516 0.003085584293803654 0.006841535552863272 0.0005637668474395181 0.017233612901867357 0.0024268922292982123 6120558475627372e-20 0.02433024121900454 0.0005743950882899414 0.006883870372407081 5380409037547638e-20
0.003455107294592218 0.003358459036570149 0.006734316548972349 0.0005872708199520949 0.01586917536550142 0.0022500869476278496 16439274792334757e-21 0.0228202382256361 0.00037722688291821904 0.006768804068787401 7573963917491093e-20
0.004124626382901352 0.003445456040742645 0.006782193526275416 0.0006015252483557842 0.014633033739542013 0.0020659736350948955 0 0.02138528943979258 0.0003398384642063802 0.006697914618491818 7516333753576111e-20
0.004923882631706742 0.003647399703864339 0.006500310127876873 0.0006122918708639947 0.013862602233224252 0.0019323973499439252 12055023653775518e-21 0.02057658626579798 0.0003676150101156149 0.0065710529774989975 0.0001271252628357554
0.0058780160722749115 0.0039123140034509896 0.006437104189289824 0.0007284037755185043 0.013020340725437425 0.0019117413155474126 3786697603088557e-20 0.01959492407943539 0.00038749810809840697 0.006972082680438424 0.00015110280437736004
0.00701703828670383 0.004314809422362228 0.006917842732576028 0.000821595443655761 0.012522423678444746 0.001970418821857641 0.00013249634925762387 0.0190825318457514 0.0004900987924945782 0.006991662034875529 0.00032885940733430943
0.008376776400682916 0.00475884269252295 0.006875474273609001 0.0008910027247959439 0.01163158562852736 0.0019938143315452236 0.0003368691364790781 0.018151620279016928 0.0006981587614769674 0.007128714467091736 0.0005854104579379651
0.01 0.004921472530528442 0.0066494167999192385 0.0010670297475303767 0.010849234933467474 0.0020933996718258286 0.0004898673630166911 0.017175576888814575 0.0008594709911502064 0.007062605952188024 0.0007668032752941051
0.011937766417144363 0.0053305022933684085 0.007204581201003894 0.0014179001710896023 0.00985674066827759 0.0022121437668488324 0.0007728004430638553 0.01603133957402731 0.001064863028378443 0.007559063763481566 0.0011079992010964938
