x TLeakyIntegrator TParticleFilter1 TParticleFilter20 TSmileOriginal TSmileextended TBayesFilter TSOR1 TSOR20 TSOROriginal1 TSOROriginal20
1e-4 0.06290064938128902 0.09004202974950885 0.018845108618055606 0.2861280970578602 0.05490735432419172 0.012111222261800567 0.02472235516769232 0.011773204918944626 0.09814056490453058 0.012259730176327636
0.00011937766417144369 0.05643401432234402 0.08110152119615262 0.017011332013700458 0.3139371675465412 0.04784512249065934 0.011051412034124517 0.029697738757066522 0.010694943748797871 0.08872113025811725 0.011145235771734327
0.00014251026703029977 0.060761033211557264 0.08383427249696299 0.01738462890296366 0.2945238811649693 0.05009627024137886 0.011223127782456408 0.02790462869041961 0.010876862854088735 0.09205306791349546 0.011323009406252641
0.00017012542798525892 0.060232372729747 0.08284324042687242 0.017344111410453788 0.2959651336291192 0.049511384827322855 0.011095436058286182 0.03811005926387273 0.010702981643717531 0.09059243340343527 0.011142263538491941
0.0002030917620904735 0.061430260064575484 0.08219345808006882 0.01731589506767508 0.28994011037182243 0.04891588755109437 0.011137990751918223 0.034002243221974815 0.010743444010374156 0.089850961092341 0.011173982386948191
0.00024244620170823283 0.054588731050715364 0.07737902802199029 0.01626595315599937 0.3191489575695803 0.0457971685032325 0.010461589126994847 0.033573142109928185 0.01011634387235059 0.08462608910357616 0.010503338656419099
0.0002894266124716752 0.05740143153848311 0.08344048539826339 0.017433111135593628 0.3071336792515157 0.05013139998193791 0.011344983093680141 0.0993595283049725 0.011015428774925284 0.09142006144876971 0.011413269920050392
0.0003455107294592218 0.06377286503703948 0.08937803731819145 0.01847248377252363 0.2783351849385863 0.05402282464710731 0.011929424327806741 0.09960385627815928 0.01158979556263417 0.09862882337810625 0.012033246452822418
0.0004124626382901352 0.05816238321564329 0.08317379998129949 0.017535802742671212 0.30225006597178095 0.04958329700158973 0.011389818424968792 0.09798153116133797 0.01107211392463633 0.09174822666223607 0.011506798012720799
0.0004923882631706741 0.05794912560553628 0.08286406322443317 0.01754369651468757 0.3007547663142408 0.04919200839297047 0.011243547791336938 0.044099174008942345 0.010931062605920618 0.0918412175683974 0.011332802177068724
0.0005878016072274912 0.05707425549968991 0.08195712404576089 0.017225007590474243 0.30229066914995517 0.04833728779865543 0.010909481025951063 0.04803828898822865 0.01064056070615865 0.0911363390341868 0.011037708997239971
0.000701703828670383 0.05304402649293076 0.07722477507437046 0.01603484731055598 0.3184008843245867 0.04493263523348805 0.01027386527817375 0.037078706795472094 0.009990569176296846 0.08561772157040441 0.010365183667936676
0.0008376776400682916 0.052393551639689534 0.07606391342185544 0.015313923245201089 0.31875319557098486 0.043730302106242555 0.010081341664786542 0.03858595921506194 0.009810133589369118 0.08400305746852813 0.010200584948656964
0.001 0.049912137931908386 0.07346274761022424 0.014925506825891718 0.3287672024795027 0.041521952358657375 0.009729899600444885 0.040379314846466695 0.009426571844156979 0.08068392090441023 0.009823544013537428
0.001193776641714437 0.050083512508299434 0.07177365190026153 0.014553567632820081 0.3247319649599454 0.040595371192701006 0.009450067304039815 0.12644140369533985 0.009202948628425129 0.07913975928438008 0.009550195094420936
0.0014251026703029977 0.04899282960008597 0.07190473360675725 0.014344244516182093 0.32778270045135194 0.03980340232711749 0.009205128130033813 0.04467005360709636 0.008917251921244776 0.07808291153503401 0.009284444012101267
0.0017012542798525892 0.05029071457258567 0.07313490717707327 0.013768793924374873 0.3178346706161263 0.03977000649278631 0.009078301224123142 0.04765226151247438 0.008876612754878782 0.07884041829182048 0.009165494725564213
0.002030917620904735 0.050711921388093224 0.0731360256129321 0.013875355979893044 0.3129064728204349 0.03981422264463548 0.008771358358677636 0.04808020760332375 0.008510586355770254 0.07926829331725498 0.00880460827647515
0.0024244620170823282 0.04988749957310916 0.07127305051777506 0.013211303448777871 0.31302972547603186 0.038448783784990295 0.008410697815783108 0.04319230223004737 0.008182234092370134 0.07813139943183102 0.008458014882191731
0.0028942661247167516 0.048034240037667805 0.06820302736887775 0.012495461630614402 0.3159413420055412 0.036832328337333194 0.008017141095938504 0.14656424138748628 0.0078115093626111905 0.07505427953952903 0.008039595014064016
0.003455107294592218 0.046105017936691424 0.06863371702456939 0.012557205918750324 0.32001851124392644 0.036223295888040845 0.007803753266069979 0.05871111914617005 0.007568921045923594 0.07541902882289547 0.007825736357950773
0.004124626382901352 0.04498176513252174 0.06727630547803506 0.011900051845030967 0.31803810841836944 0.03461353796577332 0.00732552509921006 0.06129238796180325 0.007124778804659924 0.07350200372515263 0.007363316490493602
0.004923882631706742 0.04505887395761014 0.06739219640720676 0.011458068593545099 0.3139175861395203 0.03419163456387674 0.007119464281103676 0.14564202049016506 0.006967281392256676 0.07319489111048567 0.0071496340690421056
0.0058780160722749115 0.04294702178310274 0.06714286011912476 0.010924476567614045 0.31416760977648756 0.03303691647098972 0.006490415684685107 0.06896715638285283 0.006351950339784973 0.07310203932357077 0.00650453952367629
0.00701703828670383 0.040754987541514145 0.06506280018578994 0.010411726511994533 0.3172020297982464 0.03091561179628537 0.005938174347533156 0.176739467761736 0.005858953756032573 0.07077900625664352 0.005957780303924555
0.008376776400682916 0.03929759640350483 0.06298596416080728 0.009398871443706054 0.313401981974551 0.029539532107675705 0.004971997992428406 0.3287357157679985 0.004920015740049653 0.06914459187301421 0.005000619720743876
0.01 0.038025831096546406 0.0635642741719828 0.0089633193517113 0.3105799151671463 0.02861088195309851 0.004666073200822095 0.4060587678606824 0.004621766926648337 0.0693385370517181 0.004697011753189321
0.011937766417144363 0.03570548048394806 0.062253936497333115 0.008049758207387476 0.30876856513489537 0.02640458469987873 0.003719815610146438 0.32021628604574603 0.0037027664920790716 0.0675355528078571 0.0037290861121369416
0.014251026703029978 0.03471868380435677 0.06248102176203662 0.0076520951523435105 0.30698553331087547 0.025576634525105862 0.0032320718599609596 0.27339475343535014 0.003210432785176416 0.06676705390060461 0.0032468341257701275
0.017012542798525893 0.032613318143958264 0.06304161566271539 0.006715924460845492 0.3019705980137579 0.0236424475050721 0.002398900189760196 0.23068118831497583 0.0024256104049113422 0.06671659319701209 0.002426454412069616
0.020309176209047358 0.030267654264317732 0.06282583643421968 0.0057298202095836595 0.300120576057136 0.02169073105094834 0.001558063972289303 0.16588953988663724 0.0015710619907990803 0.06456586113360013 0.0015755040464918851
0.024244620170823284 0.02934075380714095 0.06290129162702357 0.005322046238259354 0.2926903715839959 0.02042760326214299 0.0009576796020146841 0.20227654171696857 0.000988695818776461 0.0637131491762423 0.0009706609460870264
0.028942661247167503 0.02812205157544797 0.0642428513674998 0.004400829952185097 0.28910836927353856 0.01954224404400031 0.0004962856206711663 0.32723175952662814 0.0005067259169218991 0.06485624708260274 0.0005193356905952642
0.0345510729459222 0.02700425745665757 0.06357094470819083 0.004231389462414366 0.2812477672170312 0.017977819151055514 0.00012982887747563232 0.24148265457469595 0.000161688712007807 0.06336051597238465 0.00014061247143742905
0.04124626382901352 0.025725771049791735 0.06397725359828053 0.0040817529735702185 0.27464342444582707 0.016707105860390037 0 0.3085683299903665 30128003947083037e-21 0.06383391691804334 21974224888240967e-21
0.04923882631706739 0.02596017376887398 0.06725704317788798 0.0043321076443955525 0.26885936068683564 0.016543747927512564 0.000231041957649461 0.280497668457882 0.00022954929401070023 0.06570907107567393 0.0002468755477962048
0.05878016072274912 0.026154524860322048 0.06902280438730077 0.004672894915106515 0.25969011222205113 0.016016326561336253 0.0008803825615843197 0.33783559721290246 0.0008696968846270969 0.0650703633931316 0.0008838539959757086
0.07017038286703829 0.0273086685452979 0.07297694895996673 0.005749502323566302 0.2525451013807841 0.016407358827015606 0.0020386838802744084 0.3568722396822283 0.002010763340951696 0.06859732038856356 0.002044052609853811
0.0837677640068292 0.029190101266949486 0.07406424314548521 0.007388680395337327 0.245743778542633 0.01700566773267137 0.0040610650812086535 0.3620676254496108 0.004018429273491872 0.06974553277519951 0.004070722372494048
0.1 0.03109619921923802 0.07863628323212125 0.00989363198080552 0.23529581679088696 0.0177810875732613 0.006625731245609931 0.35727650958430995 0.006563206622758985 0.07326640879076395 0.006622990564443515
